fabric_code,loom_code,buyer_code,report_period,market_segment,team_leader,buyer_group,product_desc,buyer_name,sales_channel,region,total_invoice_qty,total_prod_per_machine,machine_id
FAB-W0606,LC-4600,BUY-1000,202403,LUXURY,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 600,CurtainWorld,Domestic,Central,2239,2239,LOOM-GEN0599
FAB-W0606,LC-4600,BUY-1000,202404,LUXURY,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 600,CurtainWorld,Domestic,Central,1915,1915,LOOM-GEN0599
FAB-W0607,LC-4601,BUY-1001,202403,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 601,Textura Imports,Online,West,3254,3254,LOOM-GEN0600
FAB-W0607,LC-4601,BUY-1001,202404,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 601,Textura Imports,Online,West,3030,3030,LOOM-GEN0600
FAB-W0608,LC-4602,BUY-1002,202403,APPAREL,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 602,Weave & Co,Export,South,4515,4515,LOOM-GEN0601
FAB-W0608,LC-4602,BUY-1002,202404,APPAREL,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 602,Weave & Co,Export,South,4123,4123,LOOM-GEN0601
FAB-W0609,LC-4603,BUY-1003,202403,LUXURY,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 603,Loomcraft LLC,Domestic,North,4279,4279,LOOM-GEN0602
FAB-W0609,LC-4603,BUY-1003,202404,LUXURY,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 603,Loomcraft LLC,Domestic,North,3848,3848,LOOM-GEN0602
FAB-W0610,LC-4604,BUY-1004,202403,HOME TEXTILES,Priya Nair,MID RETAIL,POLY-C Fabric Lot 604,FabricMart Ltd,Online,East,5865,5865,LOOM-GEN0603
FAB-W0610,LC-4604,BUY-1004,202404,HOME TEXTILES,Priya Nair,MID RETAIL,POLY-C Fabric Lot 604,FabricMart Ltd,Online,East,5817,5817,LOOM-GEN0603
FAB-W0611,LC-4605,BUY-1005,202403,APPAREL,Suresh Menon,SMALL RETAIL,SILK-C Fabric Lot 605,Global Threads Inc,Export,Central,971,971,LOOM-GEN0604
FAB-W0611,LC-4605,BUY-1005,202404,APPAREL,Suresh Menon,SMALL RETAIL,SILK-C Fabric Lot 605,Global Threads Inc,Export,Central,1011,1011,LOOM-GEN0604
FAB-W0612,LC-4606,BUY-1006,202403,LUXURY,Deepa Iyer,LARGE RETAIL,LINEN-A Fabric Lot 606,Luxe Drapes GmbH,Domestic,West,3184,3184,LOOM-GEN0605
FAB-W0612,LC-4606,BUY-1006,202404,LUXURY,Deepa Iyer,LARGE RETAIL,LINEN-A Fabric Lot 606,Luxe Drapes GmbH,Domestic,West,3314,3314,LOOM-GEN0605
FAB-W0613,LC-4607,BUY-1007,202403,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,VISCOSE-D Fabric Lot 607,HomeDecor Co,Online,South,2654,2654,LOOM-GEN0606
FAB-W0613,LC-4607,BUY-1007,202404,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,VISCOSE-D Fabric Lot 607,HomeDecor Co,Online,South,2331,2331,LOOM-GEN0606
FAB-W0614,LC-4608,BUY-1008,202403,APPAREL,Anjali Desai,BOUTIQUE,MODAL-E Fabric Lot 608,Nordic Fabrics Ltd,Export,North,4286,4286,LOOM-GEN0607
FAB-W0614,LC-4608,BUY-1008,202404,APPAREL,Anjali Desai,BOUTIQUE,MODAL-E Fabric Lot 608,Nordic Fabrics Ltd,Export,North,4240,4240,LOOM-GEN0607
FAB-W0615,LC-4609,BUY-1009,202403,LUXURY,Manoj Pillai,MID RETAIL,COTTON-A Fabric Lot 609,CurtainWorld,Domestic,East,1029,1029,LOOM-GEN0608
FAB-W0615,LC-4609,BUY-1009,202404,LUXURY,Manoj Pillai,MID RETAIL,COTTON-A Fabric Lot 609,CurtainWorld,Domestic,East,992,992,LOOM-GEN0608
FAB-W0616,LC-4610,BUY-1010,202403,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,COTTON-B Fabric Lot 610,Textura Imports,Online,Central,5078,5078,LOOM-GEN0609
FAB-W0616,LC-4610,BUY-1010,202404,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,COTTON-B Fabric Lot 610,Textura Imports,Online,Central,4784,4784,LOOM-GEN0609
FAB-W0617,LC-4611,BUY-1011,202403,APPAREL,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 611,Weave & Co,Export,West,4490,4490,LOOM-GEN0610
FAB-W0617,LC-4611,BUY-1011,202404,APPAREL,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 611,Weave & Co,Export,West,4189,4189,LOOM-GEN0610
FAB-W0618,LC-4612,BUY-1012,202403,LUXURY,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 612,Loomcraft LLC,Domestic,South,1897,1897,LOOM-GEN0611
FAB-W0618,LC-4612,BUY-1012,202404,LUXURY,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 612,Loomcraft LLC,Domestic,South,1965,1965,LOOM-GEN0611
FAB-W0619,LC-4613,BUY-1013,202403,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 613,FabricMart Ltd,Online,North,4008,4008,LOOM-GEN0612
FAB-W0619,LC-4613,BUY-1013,202404,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 613,FabricMart Ltd,Online,North,4051,4051,LOOM-GEN0612
FAB-W0620,LC-4614,BUY-1014,202403,APPAREL,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 614,Global Threads Inc,Export,East,2396,2396,LOOM-GEN0613
FAB-W0620,LC-4614,BUY-1014,202404,APPAREL,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 614,Global Threads Inc,Export,East,2216,2216,LOOM-GEN0613
FAB-W0621,LC-4615,BUY-1015,202403,LUXURY,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 615,Luxe Drapes GmbH,Domestic,Central,1784,1784,LOOM-GEN0614
FAB-W0621,LC-4615,BUY-1015,202404,LUXURY,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 615,Luxe Drapes GmbH,Domestic,Central,1922,1922,LOOM-GEN0614
FAB-W0622,LC-4616,BUY-1016,202403,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 616,HomeDecor Co,Online,West,5763,5763,LOOM-GEN0615
FAB-W0622,LC-4616,BUY-1016,202404,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 616,HomeDecor Co,Online,West,5135,5135,LOOM-GEN0615
FAB-W0623,LC-4617,BUY-1017,202403,APPAREL,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 617,Nordic Fabrics Ltd,Export,South,4549,4549,LOOM-GEN0616
FAB-W0623,LC-4617,BUY-1017,202404,APPAREL,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 617,Nordic Fabrics Ltd,Export,South,3990,3990,LOOM-GEN0616
FAB-W0624,LC-4618,BUY-1018,202403,LUXURY,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 618,CurtainWorld,Domestic,North,2604,2604,LOOM-GEN0617
FAB-W0624,LC-4618,BUY-1018,202404,LUXURY,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 618,CurtainWorld,Domestic,North,2582,2582,LOOM-GEN0617
FAB-W0625,LC-4619,BUY-1019,202403,HOME TEXTILES,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 619,Textura Imports,Online,East,6221,6221,LOOM-GEN0618
FAB-W0625,LC-4619,BUY-1019,202404,HOME TEXTILES,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 619,Textura Imports,Online,East,5691,5691,LOOM-GEN0618
FAB-W0626,LC-4620,BUY-1020,202403,APPAREL,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 620,Weave & Co,Export,Central,3575,3575,LOOM-GEN0619
FAB-W0626,LC-4620,BUY-1020,202404,APPAREL,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 620,Weave & Co,Export,Central,3068,3068,LOOM-GEN0619
FAB-W0627,LC-4621,BUY-1021,202403,LUXURY,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 621,Loomcraft LLC,Domestic,West,1765,1765,LOOM-GEN0620
FAB-W0627,LC-4621,BUY-1021,202404,LUXURY,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 621,Loomcraft LLC,Domestic,West,1897,1897,LOOM-GEN0620
FAB-W0628,LC-4622,BUY-1022,202403,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 622,FabricMart Ltd,Online,South,3749,3749,LOOM-GEN0621
FAB-W0628,LC-4622,BUY-1022,202404,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 622,FabricMart Ltd,Online,South,3408,3408,LOOM-GEN0621
FAB-W0629,LC-4623,BUY-1023,202403,APPAREL,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 623,Global Threads Inc,Export,North,1540,1540,LOOM-GEN0622
FAB-W0629,LC-4623,BUY-1023,202404,APPAREL,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 623,Global Threads Inc,Export,North,1451,1451,LOOM-GEN0622
FAB-W0630,LC-4624,BUY-1024,202403,LUXURY,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 624,Luxe Drapes GmbH,Domestic,East,4680,4680,LOOM-GEN0623
FAB-W0630,LC-4624,BUY-1024,202404,LUXURY,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 624,Luxe Drapes GmbH,Domestic,East,4326,4326,LOOM-GEN0623
FAB-W0631,LC-4625,BUY-1025,202403,HOME TEXTILES,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 625,HomeDecor Co,Online,Central,4657,4657,LOOM-GEN0624
FAB-W0631,LC-4625,BUY-1025,202404,HOME TEXTILES,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 625,HomeDecor Co,Online,Central,4605,4605,LOOM-GEN0624
FAB-W0632,LC-4626,BUY-1026,202403,APPAREL,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 626,Nordic Fabrics Ltd,Export,West,4367,4367,LOOM-GEN0625
FAB-W0632,LC-4626,BUY-1026,202404,APPAREL,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 626,Nordic Fabrics Ltd,Export,West,4578,4578,LOOM-GEN0625
FAB-W0633,LC-4627,BUY-1027,202403,LUXURY,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 627,CurtainWorld,Domestic,South,6025,6025,LOOM-GEN0626
FAB-W0633,LC-4627,BUY-1027,202404,LUXURY,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 627,CurtainWorld,Domestic,South,5747,5747,LOOM-GEN0626
FAB-W0634,LC-4628,BUY-1028,202403,HOME TEXTILES,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 628,Textura Imports,Online,North,3117,3117,LOOM-GEN0627
FAB-W0634,LC-4628,BUY-1028,202404,HOME TEXTILES,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 628,Textura Imports,Online,North,2805,2805,LOOM-GEN0627
FAB-W0635,LC-4629,BUY-1029,202403,APPAREL,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 629,Weave & Co,Export,East,1662,1662,LOOM-GEN0628
FAB-W0635,LC-4629,BUY-1029,202404,APPAREL,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 629,Weave & Co,Export,East,1501,1501,LOOM-GEN0628
FAB-W0636,LC-4630,BUY-1030,202403,LUXURY,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 630,Loomcraft LLC,Domestic,Central,4082,4082,LOOM-GEN0629
FAB-W0636,LC-4630,BUY-1030,202404,LUXURY,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 630,Loomcraft LLC,Domestic,Central,3542,3542,LOOM-GEN0629
FAB-W0637,LC-4631,BUY-1031,202403,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 631,FabricMart Ltd,Online,West,3801,3801,LOOM-GEN0630
FAB-W0637,LC-4631,BUY-1031,202404,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 631,FabricMart Ltd,Online,West,3551,3551,LOOM-GEN0630
FAB-W0638,LC-4632,BUY-1032,202403,APPAREL,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 632,Global Threads Inc,Export,South,5712,5712,LOOM-GEN0631
FAB-W0638,LC-4632,BUY-1032,202404,APPAREL,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 632,Global Threads Inc,Export,South,5100,5100,LOOM-GEN0631
FAB-W0639,LC-4633,BUY-1033,202403,LUXURY,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 633,Luxe Drapes GmbH,Domestic,North,3065,3065,LOOM-GEN0632
FAB-W0639,LC-4633,BUY-1033,202404,LUXURY,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 633,Luxe Drapes GmbH,Domestic,North,3289,3289,LOOM-GEN0632
FAB-W0640,LC-4634,BUY-1034,202403,HOME TEXTILES,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 634,HomeDecor Co,Online,East,826,826,LOOM-GEN0633
FAB-W0640,LC-4634,BUY-1034,202404,HOME TEXTILES,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 634,HomeDecor Co,Online,East,811,811,LOOM-GEN0633
FAB-W0641,LC-4635,BUY-1035,202403,APPAREL,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 635,Nordic Fabrics Ltd,Export,Central,2696,2696,LOOM-GEN0634
FAB-W0641,LC-4635,BUY-1035,202404,APPAREL,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 635,Nordic Fabrics Ltd,Export,Central,2495,2495,LOOM-GEN0634
FAB-W0642,LC-4636,BUY-1036,202403,LUXURY,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 636,CurtainWorld,Domestic,West,3655,3655,LOOM-GEN0635
FAB-W0642,LC-4636,BUY-1036,202404,LUXURY,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 636,CurtainWorld,Domestic,West,3176,3176,LOOM-GEN0635
FAB-W0643,LC-4637,BUY-1037,202403,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 637,Textura Imports,Online,South,5411,5411,LOOM-GEN0636
FAB-W0643,LC-4637,BUY-1037,202404,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 637,Textura Imports,Online,South,4727,4727,LOOM-GEN0636
FAB-W0644,LC-4638,BUY-1038,202403,APPAREL,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 638,Weave & Co,Export,North,5895,5895,LOOM-GEN0637
FAB-W0644,LC-4638,BUY-1038,202404,APPAREL,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 638,Weave & Co,Export,North,6464,6464,LOOM-GEN0637
FAB-W0645,LC-4639,BUY-1039,202403,LUXURY,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 639,Loomcraft LLC,Domestic,East,5230,5230,LOOM-GEN0638
FAB-W0645,LC-4639,BUY-1039,202404,LUXURY,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 639,Loomcraft LLC,Domestic,East,5281,5281,LOOM-GEN0638
FAB-W0646,LC-4640,BUY-1040,202403,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 640,FabricMart Ltd,Online,Central,1181,1181,LOOM-GEN0639
FAB-W0646,LC-4640,BUY-1040,202404,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 640,FabricMart Ltd,Online,Central,1183,1183,LOOM-GEN0639
FAB-W0647,LC-4641,BUY-1041,202403,APPAREL,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 641,Global Threads Inc,Export,West,2208,2208,LOOM-GEN0640
FAB-W0647,LC-4641,BUY-1041,202404,APPAREL,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 641,Global Threads Inc,Export,West,2115,2115,LOOM-GEN0640
FAB-W0648,LC-4642,BUY-1042,202403,LUXURY,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 642,Luxe Drapes GmbH,Domestic,South,3897,3897,LOOM-GEN0641
FAB-W0648,LC-4642,BUY-1042,202404,LUXURY,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 642,Luxe Drapes GmbH,Domestic,South,4071,4071,LOOM-GEN0641
FAB-W0649,LC-4643,BUY-1043,202403,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 643,HomeDecor Co,Online,North,2308,2308,LOOM-GEN0642
FAB-W0649,LC-4643,BUY-1043,202404,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 643,HomeDecor Co,Online,North,2217,2217,LOOM-GEN0642
FAB-W0650,LC-4644,BUY-1044,202403,APPAREL,Priya Nair,MID RETAIL,POLY-C Fabric Lot 644,Nordic Fabrics Ltd,Export,East,2248,2248,LOOM-GEN0643
FAB-W0650,LC-4644,BUY-1044,202404,APPAREL,Priya Nair,MID RETAIL,POLY-C Fabric Lot 644,Nordic Fabrics Ltd,Export,East,1989,1989,LOOM-GEN0643
FAB-W0651,LC-4645,BUY-1045,202403,LUXURY,Suresh Menon,SMALL RETAIL,SILK-C Fabric Lot 645,CurtainWorld,Domestic,Central,5406,5406,LOOM-GEN0644
FAB-W0651,LC-4645,BUY-1045,202404,LUXURY,Suresh Menon,SMALL RETAIL,SILK-C Fabric Lot 645,CurtainWorld,Domestic,Central,5021,5021,LOOM-GEN0644
FAB-W0652,LC-4646,BUY-1046,202403,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,LINEN-A Fabric Lot 646,Textura Imports,Online,West,5521,5521,LOOM-GEN0645
FAB-W0652,LC-4646,BUY-1046,202404,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,LINEN-A Fabric Lot 646,Textura Imports,Online,West,5268,5268,LOOM-GEN0645
FAB-W0653,LC-4647,BUY-1047,202403,APPAREL,Kiran Rao,EXPORT HOUSE,VISCOSE-D Fabric Lot 647,Weave & Co,Export,South,3596,3596,LOOM-GEN0646
FAB-W0653,LC-4647,BUY-1047,202404,APPAREL,Kiran Rao,EXPORT HOUSE,VISCOSE-D Fabric Lot 647,Weave & Co,Export,South,3080,3080,LOOM-GEN0646
FAB-W0654,LC-4648,BUY-1048,202403,LUXURY,Anjali Desai,BOUTIQUE,MODAL-E Fabric Lot 648,Loomcraft LLC,Domestic,North,5556,5556,LOOM-GEN0647
FAB-W0654,LC-4648,BUY-1048,202404,LUXURY,Anjali Desai,BOUTIQUE,MODAL-E Fabric Lot 648,Loomcraft LLC,Domestic,North,5524,5524,LOOM-GEN0647
FAB-W0655,LC-4649,BUY-1049,202403,HOME TEXTILES,Manoj Pillai,MID RETAIL,COTTON-A Fabric Lot 649,FabricMart Ltd,Online,East,2566,2566,LOOM-GEN0648
FAB-W0655,LC-4649,BUY-1049,202404,HOME TEXTILES,Manoj Pillai,MID RETAIL,COTTON-A Fabric Lot 649,FabricMart Ltd,Online,East,2618,2618,LOOM-GEN0648
FAB-W0656,LC-4650,BUY-1050,202403,APPAREL,Sunita Reddy,SMALL RETAIL,COTTON-B Fabric Lot 650,Global Threads Inc,Export,Central,6251,6251,LOOM-GEN0649
FAB-W0656,LC-4650,BUY-1050,202404,APPAREL,Sunita Reddy,SMALL RETAIL,COTTON-B Fabric Lot 650,Global Threads Inc,Export,Central,6604,6604,LOOM-GEN0649
FAB-W0657,LC-4651,BUY-1051,202403,LUXURY,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 651,Luxe Drapes GmbH,Domestic,West,3501,3501,LOOM-GEN0650
FAB-W0657,LC-4651,BUY-1051,202404,LUXURY,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 651,Luxe Drapes GmbH,Domestic,West,3396,3396,LOOM-GEN0650
FAB-W0658,LC-4652,BUY-1052,202403,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 652,HomeDecor Co,Online,South,816,816,LOOM-GEN0651
FAB-W0658,LC-4652,BUY-1052,202404,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 652,HomeDecor Co,Online,South,822,822,LOOM-GEN0651
FAB-W0659,LC-4653,BUY-1053,202403,APPAREL,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 653,Nordic Fabrics Ltd,Export,North,6291,6291,LOOM-GEN0652
FAB-W0659,LC-4653,BUY-1053,202404,APPAREL,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 653,Nordic Fabrics Ltd,Export,North,6049,6049,LOOM-GEN0652
FAB-W0660,LC-4654,BUY-1054,202403,LUXURY,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 654,CurtainWorld,Domestic,East,2955,2955,LOOM-GEN0653
FAB-W0660,LC-4654,BUY-1054,202404,LUXURY,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 654,CurtainWorld,Domestic,East,2846,2846,LOOM-GEN0653
FAB-W0661,LC-4655,BUY-1055,202403,HOME TEXTILES,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 655,Textura Imports,Online,Central,3477,3477,LOOM-GEN0654
FAB-W0661,LC-4655,BUY-1055,202404,HOME TEXTILES,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 655,Textura Imports,Online,Central,3784,3784,LOOM-GEN0654
FAB-W0662,LC-4656,BUY-1056,202403,APPAREL,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 656,Weave & Co,Export,West,5103,5103,LOOM-GEN0655
FAB-W0662,LC-4656,BUY-1056,202404,APPAREL,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 656,Weave & Co,Export,West,4846,4846,LOOM-GEN0655
FAB-W0663,LC-4657,BUY-1057,202403,LUXURY,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 657,Loomcraft LLC,Domestic,South,2513,2513,LOOM-GEN0656
FAB-W0663,LC-4657,BUY-1057,202404,LUXURY,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 657,Loomcraft LLC,Domestic,South,2566,2566,LOOM-GEN0656
FAB-W0664,LC-4658,BUY-1058,202403,HOME TEXTILES,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 658,FabricMart Ltd,Online,North,2924,2924,LOOM-GEN0657
FAB-W0664,LC-4658,BUY-1058,202404,HOME TEXTILES,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 658,FabricMart Ltd,Online,North,2633,2633,LOOM-GEN0657
FAB-W0665,LC-4659,BUY-1059,202403,APPAREL,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 659,Global Threads Inc,Export,East,3043,3043,LOOM-GEN0658
FAB-W0665,LC-4659,BUY-1059,202404,APPAREL,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 659,Global Threads Inc,Export,East,2951,2951,LOOM-GEN0658
FAB-W0666,LC-4660,BUY-1060,202403,LUXURY,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 660,Luxe Drapes GmbH,Domestic,Central,6048,6048,LOOM-GEN0659
FAB-W0666,LC-4660,BUY-1060,202404,LUXURY,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 660,Luxe Drapes GmbH,Domestic,Central,6341,6341,LOOM-GEN0659
FAB-W0667,LC-4661,BUY-1061,202403,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 661,HomeDecor Co,Online,West,1543,1543,LOOM-GEN0660
FAB-W0667,LC-4661,BUY-1061,202404,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 661,HomeDecor Co,Online,West,1666,1666,LOOM-GEN0660
FAB-W0668,LC-4662,BUY-1062,202403,APPAREL,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 662,Nordic Fabrics Ltd,Export,South,3344,3344,LOOM-GEN0661
FAB-W0668,LC-4662,BUY-1062,202404,APPAREL,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 662,Nordic Fabrics Ltd,Export,South,3032,3032,LOOM-GEN0661
FAB-W0669,LC-4663,BUY-1063,202403,LUXURY,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 663,CurtainWorld,Domestic,North,2611,2611,LOOM-GEN0662
FAB-W0669,LC-4663,BUY-1063,202404,LUXURY,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 663,CurtainWorld,Domestic,North,2553,2553,LOOM-GEN0662
FAB-W0670,LC-4664,BUY-1064,202403,HOME TEXTILES,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 664,Textura Imports,Online,East,2748,2748,LOOM-GEN0663
FAB-W0670,LC-4664,BUY-1064,202404,HOME TEXTILES,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 664,Textura Imports,Online,East,2591,2591,LOOM-GEN0663
FAB-W0671,LC-4665,BUY-1065,202403,APPAREL,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 665,Weave & Co,Export,Central,4136,4136,LOOM-GEN0664
FAB-W0671,LC-4665,BUY-1065,202404,APPAREL,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 665,Weave & Co,Export,Central,4058,4058,LOOM-GEN0664
FAB-W0672,LC-4666,BUY-1066,202403,LUXURY,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 666,Loomcraft LLC,Domestic,West,4731,4731,LOOM-GEN0665
FAB-W0672,LC-4666,BUY-1066,202404,LUXURY,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 666,Loomcraft LLC,Domestic,West,4820,4820,LOOM-GEN0665
FAB-W0673,LC-4667,BUY-1067,202403,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 667,FabricMart Ltd,Online,South,3102,3102,LOOM-GEN0666
FAB-W0673,LC-4667,BUY-1067,202404,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 667,FabricMart Ltd,Online,South,2866,2866,LOOM-GEN0666
FAB-W0674,LC-4668,BUY-1068,202403,APPAREL,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 668,Global Threads Inc,Export,North,2871,2871,LOOM-GEN0667
FAB-W0674,LC-4668,BUY-1068,202404,APPAREL,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 668,Global Threads Inc,Export,North,2745,2745,LOOM-GEN0667
FAB-W0675,LC-4669,BUY-1069,202403,LUXURY,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 669,Luxe Drapes GmbH,Domestic,East,5388,5388,LOOM-GEN0668
FAB-W0675,LC-4669,BUY-1069,202404,LUXURY,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 669,Luxe Drapes GmbH,Domestic,East,5481,5481,LOOM-GEN0668
FAB-W0676,LC-4670,BUY-1070,202403,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 670,HomeDecor Co,Online,Central,4548,4548,LOOM-GEN0669
FAB-W0676,LC-4670,BUY-1070,202404,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 670,HomeDecor Co,Online,Central,4007,4007,LOOM-GEN0669
