machine_id,loom_code,plant_weaving,plant_finishing,fabric_code,buyer_code,currency_code,exchange_rate,report_period,net_weight_kg,input_weight_kg,overhead_pct,yarn_grade,yarn_rate_per_kg,selling_price_inr,selling_price_fc,raw_material_inr,bought_out_inr,outsource_total_inr,outsource_weaving_inr,outsource_finishing_inr,domestic_outsource_inr,logistics_inr,packing_inr,forwarding_inr,process_tag
LOOM-GEN0813,LC-4814,6100,6200.0,FAB-W0820,BUY-1214,USD,83.5,202404,1.598,1.907,8.21,LINEN-A,258.77,739.75,8.86,313.36,320.93,38.3,19.15,19.15,8.42,24.63,14.61,7.63,Standard Weaving Cost
LOOM-GEN0814,LC-4815,7100,7200.0,FAB-W0821,BUY-1215,EUR,89.8,202403,0.94,1.13,7.01,VISCOSE-D,299.28,887.3,9.88,406.5,411.09,15.71,7.86,7.86,8.06,8.13,17.3,14.5,Standard Weaving Cost
LOOM-GEN0814,LC-4815,7100,7200.0,FAB-W0821,BUY-1215,EUR,89.8,202404,0.94,1.13,7.01,VISCOSE-D,299.28,887.3,9.88,406.5,411.09,15.71,7.86,7.86,8.06,8.13,17.3,14.5,Standard Weaving Cost
LOOM-GEN0815,LC-4816,9100,9200.0,FAB-W0822,BUY-1216,GBP,106.9,202403,1.244,1.382,6.72,MODAL-E,393.87,967.39,9.05,448.24,352.72,11.62,5.81,5.81,9.63,15.29,6.85,12.89,Subcon Cost Considered here
LOOM-GEN0815,LC-4816,9100,9200.0,FAB-W0822,BUY-1216,GBP,106.9,202404,1.244,1.382,6.72,MODAL-E,393.87,967.39,9.05,448.24,352.72,11.62,5.81,5.81,9.63,15.29,6.85,12.89,Subcon Cost Considered here
LOOM-GEN0816,LC-4817,6100,6200.0,FAB-W0823,BUY-1217,INR,1.0,202403,1.544,1.927,6.71,COTTON-A,187.67,486.94,486.94,251.39,206.61,8.94,4.47,4.47,13.51,26.75,10.21,7.73,Monthly reconcile adjustment
LOOM-GEN0816,LC-4817,6100,6200.0,FAB-W0823,BUY-1217,INR,1.0,202404,1.544,1.927,6.71,COTTON-A,187.67,486.94,486.94,251.39,206.61,8.94,4.47,4.47,13.51,26.75,10.21,7.73,Monthly reconcile adjustment
LOOM-GEN0817,LC-4818,7100,7200.0,FAB-W0824,BUY-1218,USD,83.5,202403,1.985,2.186,8.44,COTTON-B,346.97,458.97,5.5,192.77,202.21,4.84,2.42,2.42,1.94,12.49,12.63,13.99,Reviewed by finance team
LOOM-GEN0817,LC-4818,7100,7200.0,FAB-W0824,BUY-1218,USD,83.5,202404,1.985,2.186,8.44,COTTON-B,346.97,458.97,5.5,192.77,202.21,4.84,2.42,2.42,1.94,12.49,12.63,13.99,Reviewed by finance team
LOOM-GEN0818,LC-4819,9100,9200.0,FAB-W0825,BUY-1219,EUR,89.8,202403,1.221,1.357,6.99,POLY-B,253.5,1283.56,14.29,675.97,611.31,21.87,10.94,10.94,16.43,22.99,18.03,11.41,Outsourced_here process cost
LOOM-GEN0818,LC-4819,9100,9200.0,FAB-W0825,BUY-1219,EUR,89.8,202404,1.221,1.357,6.99,POLY-B,253.5,1283.56,14.29,675.97,611.31,21.87,10.94,10.94,16.43,22.99,18.03,11.41,Outsourced_here process cost
LOOM-GEN0819,LC-4820,6100,6200.0,FAB-W0826,BUY-1220,GBP,106.9,202403,1.205,1.479,7.24,POLY-C,390.12,974.59,9.12,430.96,449.53,21.87,10.94,10.94,9.52,14.38,15.35,15.51,Standard Weaving Cost
LOOM-GEN0819,LC-4820,6100,6200.0,FAB-W0826,BUY-1220,GBP,106.9,202404,1.205,1.479,7.24,POLY-C,390.12,974.59,9.12,430.96,449.53,21.87,10.94,10.94,9.52,14.38,15.35,15.51,Standard Weaving Cost
LOOM-GEN0820,LC-4821,7100,7200.0,FAB-W0827,BUY-1221,INR,1.0,202403,1.29,1.591,8.06,SILK-C,350.23,451.97,451.97,214.32,186.99,1.12,0.56,0.56,9.14,20.41,6.15,7.63,Standard Weaving Cost
LOOM-GEN0820,LC-4821,7100,7200.0,FAB-W0827,BUY-1221,INR,1.0,202404,1.29,1.591,8.06,SILK-C,350.23,451.97,451.97,214.32,186.99,1.12,0.56,0.56,9.14,20.41,6.15,7.63,Standard Weaving Cost
LOOM-GEN0821,LC-4822,9100,9200.0,FAB-W0828,BUY-1222,USD,83.5,202403,1.503,1.922,8.98,LINEN-A,134.07,1211.71,14.51,660.58,509.14,28.92,14.46,14.46,5.54,29.6,11.01,14.27,Standard Weaving Cost
LOOM-GEN0821,LC-4822,9100,9200.0,FAB-W0828,BUY-1222,USD,83.5,202404,1.503,1.922,8.98,LINEN-A,134.07,1211.71,14.51,660.58,509.14,28.92,14.46,14.46,5.54,29.6,11.01,14.27,Standard Weaving Cost
LOOM-GEN0822,LC-4823,6100,6200.0,FAB-W0829,BUY-1223,EUR,89.8,202403,1.304,1.525,9.32,VISCOSE-D,248.91,409.63,4.56,206.97,164.99,28.77,14.38,14.38,6.79,23.73,17.01,7.34,Subcon Cost Considered here
LOOM-GEN0822,LC-4823,6100,6200.0,FAB-W0829,BUY-1223,EUR,89.8,202404,1.304,1.525,9.32,VISCOSE-D,248.91,409.63,4.56,206.97,164.99,28.77,14.38,14.38,6.79,23.73,17.01,7.34,Subcon Cost Considered here
LOOM-GEN0823,LC-4824,7100,7200.0,FAB-W0830,BUY-1224,GBP,106.9,202403,1.668,1.936,8.08,MODAL-E,422.33,962.88,9.01,451.54,405.14,26.36,13.18,13.18,11.52,28.4,16.86,10.31,Monthly reconcile adjustment
LOOM-GEN0823,LC-4824,7100,7200.0,FAB-W0830,BUY-1224,GBP,106.9,202404,1.668,1.936,8.08,MODAL-E,422.33,962.88,9.01,451.54,405.14,26.36,13.18,13.18,11.52,28.4,16.86,10.31,Monthly reconcile adjustment
LOOM-GEN0824,LC-4825,9100,9200.0,FAB-W0831,BUY-1225,INR,1.0,202403,0.781,0.91,10.32,COTTON-A,234.87,936.6,936.6,442.53,334.12,34.08,17.04,17.04,3.18,10.12,7.49,15.21,Reviewed by finance team
LOOM-GEN0824,LC-4825,9100,9200.0,FAB-W0831,BUY-1225,INR,1.0,202404,0.781,0.91,10.32,COTTON-A,234.87,936.6,936.6,442.53,334.12,34.08,17.04,17.04,3.18,10.12,7.49,15.21,Reviewed by finance team
LOOM-GEN0825,LC-4826,6100,6200.0,FAB-W0832,BUY-1226,USD,83.5,202403,1.267,1.586,10.43,COTTON-B,386.82,1046.01,12.53,471.5,507.28,6.96,3.48,3.48,17.85,24.63,11.88,4.77,Outsourced_here process cost
LOOM-GEN0825,LC-4826,6100,6200.0,FAB-W0832,BUY-1226,USD,83.5,202404,1.267,1.586,10.43,COTTON-B,386.82,1046.01,12.53,471.5,507.28,6.96,3.48,3.48,17.85,24.63,11.88,4.77,Outsourced_here process cost
LOOM-GEN0826,LC-4827,7100,7200.0,FAB-W0833,BUY-1227,EUR,89.8,202403,1.457,1.636,9.89,POLY-B,144.05,1075.18,11.97,536.35,511.9,36.94,18.47,18.47,6.42,23.37,11.29,15.87,Standard Weaving Cost
LOOM-GEN0826,LC-4827,7100,7200.0,FAB-W0833,BUY-1227,EUR,89.8,202404,1.457,1.636,9.89,POLY-B,144.05,1075.18,11.97,536.35,511.9,36.94,18.47,18.47,6.42,23.37,11.29,15.87,Standard Weaving Cost
LOOM-GEN0827,LC-4828,9100,9200.0,FAB-W0834,BUY-1228,GBP,106.9,202403,1.403,1.599,7.51,POLY-C,264.38,621.78,5.82,277.41,232.74,32.55,16.27,16.27,16.17,12.23,14.15,11.55,Standard Weaving Cost
LOOM-GEN0827,LC-4828,9100,9200.0,FAB-W0834,BUY-1228,GBP,106.9,202404,1.403,1.599,7.51,POLY-C,264.38,621.78,5.82,277.41,232.74,32.55,16.27,16.27,16.17,12.23,14.15,11.55,Standard Weaving Cost
LOOM-GEN0828,LC-4829,6100,6200.0,FAB-W0835,BUY-1229,INR,1.0,202403,1.536,1.752,9.74,SILK-C,414.79,691.58,691.58,327.15,298.75,2.88,1.44,1.44,3.71,24.06,18.75,11.71,Standard Weaving Cost
LOOM-GEN0828,LC-4829,6100,6200.0,FAB-W0835,BUY-1229,INR,1.0,202404,1.536,1.752,9.74,SILK-C,414.79,691.58,691.58,327.15,298.75,2.88,1.44,1.44,3.71,24.06,18.75,11.71,Standard Weaving Cost
LOOM-GEN0829,LC-4830,7100,7200.0,FAB-W0836,BUY-1230,USD,83.5,202403,1.295,1.64,8.78,LINEN-A,276.33,684.5,8.2,342.53,296.94,5.51,2.75,2.75,1.34,17.41,11.27,4.85,Subcon Cost Considered here
LOOM-GEN0829,LC-4830,7100,7200.0,FAB-W0836,BUY-1230,USD,83.5,202404,1.295,1.64,8.78,LINEN-A,276.33,684.5,8.2,342.53,296.94,5.51,2.75,2.75,1.34,17.41,11.27,4.85,Subcon Cost Considered here
LOOM-GEN0830,LC-4831,9100,9200.0,FAB-W0837,BUY-1231,EUR,89.8,202403,0.709,0.891,7.69,VISCOSE-D,158.92,569.04,6.34,283.49,227.41,8.96,4.48,4.48,18.81,28.29,9.52,12.44,Monthly reconcile adjustment
LOOM-GEN0830,LC-4831,9100,9200.0,FAB-W0837,BUY-1231,EUR,89.8,202404,0.709,0.891,7.69,VISCOSE-D,158.92,569.04,6.34,283.49,227.41,8.96,4.48,4.48,18.81,28.29,9.52,12.44,Monthly reconcile adjustment
LOOM-GEN0831,LC-4832,6100,6200.0,FAB-W0838,BUY-1232,GBP,106.9,202403,0.695,0.886,10.37,MODAL-E,144.68,896.59,8.39,476.01,439.12,20.0,10.0,10.0,7.98,9.25,15.77,5.33,Reviewed by finance team
LOOM-GEN0831,LC-4832,6100,6200.0,FAB-W0838,BUY-1232,GBP,106.9,202404,0.695,0.886,10.37,MODAL-E,144.68,896.59,8.39,476.01,439.12,20.0,10.0,10.0,7.98,9.25,15.77,5.33,Reviewed by finance team
LOOM-GEN0832,LC-4833,7100,7200.0,FAB-W0839,BUY-1233,INR,1.0,202403,1.259,1.616,7.55,COTTON-A,129.89,671.14,671.14,304.64,268.58,30.59,15.29,15.29,2.79,20.04,16.27,15.09,Outsourced_here process cost
LOOM-GEN0832,LC-4833,7100,7200.0,FAB-W0839,BUY-1233,INR,1.0,202404,1.259,1.616,7.55,COTTON-A,129.89,671.14,671.14,304.64,268.58,30.59,15.29,15.29,2.79,20.04,16.27,15.09,Outsourced_here process cost
LOOM-GEN0833,LC-4834,9100,9200.0,FAB-W0840,BUY-1234,USD,83.5,202403,1.529,1.95,7.44,COTTON-B,144.06,1250.6,14.98,672.28,569.6,30.62,15.31,15.31,0.71,29.58,19.3,11.18,Standard Weaving Cost
LOOM-GEN0833,LC-4834,9100,9200.0,FAB-W0840,BUY-1234,USD,83.5,202404,1.529,1.95,7.44,COTTON-B,144.06,1250.6,14.98,672.28,569.6,30.62,15.31,15.31,0.71,29.58,19.3,11.18,Standard Weaving Cost
LOOM-GEN0834,LC-4835,6100,6200.0,FAB-W0841,BUY-1235,EUR,89.8,202403,1.457,1.626,8.71,POLY-B,432.38,606.98,6.76,258.23,215.68,20.3,10.15,10.15,13.01,17.49,10.25,14.2,Standard Weaving Cost
LOOM-GEN0834,LC-4835,6100,6200.0,FAB-W0841,BUY-1235,EUR,89.8,202404,1.457,1.626,8.71,POLY-B,432.38,606.98,6.76,258.23,215.68,20.3,10.15,10.15,13.01,17.49,10.25,14.2,Standard Weaving Cost
LOOM-GEN0835,LC-4836,7100,7200.0,FAB-W0842,BUY-1236,GBP,106.9,202403,1.96,2.164,6.72,POLY-C,375.29,1120.8,10.48,548.57,536.91,27.28,13.64,13.64,14.76,20.15,6.73,13.19,Standard Weaving Cost
LOOM-GEN0835,LC-4836,7100,7200.0,FAB-W0842,BUY-1236,GBP,106.9,202404,1.96,2.164,6.72,POLY-C,375.29,1120.8,10.48,548.57,536.91,27.28,13.64,13.64,14.76,20.15,6.73,13.19,Standard Weaving Cost
LOOM-GEN0836,LC-4837,9100,9200.0,FAB-W0843,BUY-1237,INR,1.0,202403,1.574,1.867,8.21,SILK-C,165.46,766.06,766.06,411.09,381.02,14.71,7.36,7.36,3.87,17.6,6.81,6.78,Subcon Cost Considered here
LOOM-GEN0836,LC-4837,9100,9200.0,FAB-W0843,BUY-1237,INR,1.0,202404,1.574,1.867,8.21,SILK-C,165.46,766.06,766.06,411.09,381.02,14.71,7.36,7.36,3.87,17.6,6.81,6.78,Subcon Cost Considered here
LOOM-GEN0837,LC-4838,6100,6200.0,FAB-W0844,BUY-1238,USD,83.5,202403,1.424,1.631,9.49,LINEN-A,413.15,1103.52,13.22,544.97,550.26,0.6,0.3,0.3,14.4,25.88,7.07,5.52,Monthly reconcile adjustment
LOOM-GEN0837,LC-4838,6100,6200.0,FAB-W0844,BUY-1238,USD,83.5,202404,1.424,1.631,9.49,LINEN-A,413.15,1103.52,13.22,544.97,550.26,0.6,0.3,0.3,14.4,25.88,7.07,5.52,Monthly reconcile adjustment
LOOM-GEN0838,LC-4839,7100,7200.0,FAB-W0845,BUY-1239,EUR,89.8,202403,0.853,0.946,7.9,VISCOSE-D,336.22,582.03,6.48,266.58,256.63,19.15,9.57,9.57,2.45,9.69,9.5,10.52,Reviewed by finance team
LOOM-GEN0838,LC-4839,7100,7200.0,FAB-W0845,BUY-1239,EUR,89.8,202404,0.853,0.946,7.9,VISCOSE-D,336.22,582.03,6.48,266.58,256.63,19.15,9.57,9.57,2.45,9.69,9.5,10.52,Reviewed by finance team
LOOM-GEN0839,LC-4840,9100,9200.0,FAB-W0846,BUY-1240,GBP,106.9,202403,1.293,1.612,7.93,MODAL-E,421.98,559.27,5.23,286.74,274.72,31.21,15.61,15.61,5.85,22.38,13.38,7.21,Outsourced_here process cost
LOOM-GEN0839,LC-4840,9100,9200.0,FAB-W0846,BUY-1240,GBP,106.9,202404,1.293,1.612,7.93,MODAL-E,421.98,559.27,5.23,286.74,274.72,31.21,15.61,15.61,5.85,22.38,13.38,7.21,Outsourced_here process cost
LOOM-GEN0840,LC-4841,6100,6200.0,FAB-W0847,BUY-1241,INR,1.0,202403,1.577,1.893,6.72,COTTON-A,417.14,1020.23,1020.23,510.98,399.9,8.14,4.07,4.07,2.74,29.47,9.23,12.9,Standard Weaving Cost
LOOM-GEN0840,LC-4841,6100,6200.0,FAB-W0847,BUY-1241,INR,1.0,202404,1.577,1.893,6.72,COTTON-A,417.14,1020.23,1020.23,510.98,399.9,8.14,4.07,4.07,2.74,29.47,9.23,12.9,Standard Weaving Cost
LOOM-GEN0841,LC-4842,7100,7200.0,FAB-W0848,BUY-1242,USD,83.5,202403,0.895,1.051,9.77,COTTON-B,166.85,1279.01,15.32,653.3,572.34,18.15,9.07,9.07,2.28,18.98,6.47,7.34,Standard Weaving Cost
LOOM-GEN0841,LC-4842,7100,7200.0,FAB-W0848,BUY-1242,USD,83.5,202404,0.895,1.051,9.77,COTTON-B,166.85,1279.01,15.32,653.3,572.34,18.15,9.07,9.07,2.28,18.98,6.47,7.34,Standard Weaving Cost
LOOM-GEN0842,LC-4843,9100,9200.0,FAB-W0849,BUY-1243,EUR,89.8,202403,1.138,1.44,6.84,POLY-B,212.1,929.26,10.35,450.13,445.5,15.39,7.7,7.7,0.89,12.53,8.58,9.17,Standard Weaving Cost
LOOM-GEN0842,LC-4843,9100,9200.0,FAB-W0849,BUY-1243,EUR,89.8,202404,1.138,1.44,6.84,POLY-B,212.1,929.26,10.35,450.13,445.5,15.39,7.7,7.7,0.89,12.53,8.58,9.17,Standard Weaving Cost
LOOM-GEN0843,LC-4844,6100,6200.0,FAB-W0850,BUY-1244,GBP,106.9,202403,0.673,0.781,8.67,POLY-C,234.78,374.69,3.51,187.02,181.34,36.91,18.45,18.45,18.15,25.83,14.27,13.09,Subcon Cost Considered here
LOOM-GEN0843,LC-4844,6100,6200.0,FAB-W0850,BUY-1244,GBP,106.9,202404,0.673,0.781,8.67,POLY-C,234.78,374.69,3.51,187.02,181.34,36.91,18.45,18.45,18.15,25.83,14.27,13.09,Subcon Cost Considered here
LOOM-GEN0844,LC-4845,7100,7200.0,FAB-W0851,BUY-1245,INR,1.0,202403,1.077,1.363,8.24,SILK-C,261.09,1042.76,1042.76,537.65,373.9,4.37,2.19,2.19,7.76,23.87,15.49,14.3,Monthly reconcile adjustment
LOOM-GEN0844,LC-4845,7100,7200.0,FAB-W0851,BUY-1245,INR,1.0,202404,1.077,1.363,8.24,SILK-C,261.09,1042.76,1042.76,537.65,373.9,4.37,2.19,2.19,7.76,23.87,15.49,14.3,Monthly reconcile adjustment
LOOM-GEN0845,LC-4846,9100,9200.0,FAB-W0852,BUY-1246,USD,83.5,202403,1.913,2.282,8.79,LINEN-A,307.54,842.97,10.1,371.86,343.25,29.83,14.91,14.91,18.49,10.9,6.21,13.6,Reviewed by finance team
LOOM-GEN0845,LC-4846,9100,9200.0,FAB-W0852,BUY-1246,USD,83.5,202404,1.913,2.282,8.79,LINEN-A,307.54,842.97,10.1,371.86,343.25,29.83,14.91,14.91,18.49,10.9,6.21,13.6,Reviewed by finance team
LOOM-GEN0846,LC-4847,6100,6200.0,FAB-W0853,BUY-1247,EUR,89.8,202403,1.931,2.157,7.5,VISCOSE-D,299.13,670.66,7.47,316.08,296.65,14.47,7.24,7.24,13.18,25.21,17.34,11.3,Outsourced_here process cost
LOOM-GEN0846,LC-4847,6100,6200.0,FAB-W0853,BUY-1247,EUR,89.8,202404,1.931,2.157,7.5,VISCOSE-D,299.13,670.66,7.47,316.08,296.65,14.47,7.24,7.24,13.18,25.21,17.34,11.3,Outsourced_here process cost
LOOM-GEN0847,LC-4848,7100,7200.0,FAB-W0854,BUY-1248,GBP,106.9,202403,0.774,0.939,7.78,MODAL-E,207.29,519.85,4.86,249.61,216.25,18.66,9.33,9.33,19.32,18.56,17.82,6.61,Standard Weaving Cost
LOOM-GEN0847,LC-4848,7100,7200.0,FAB-W0854,BUY-1248,GBP,106.9,202404,0.774,0.939,7.78,MODAL-E,207.29,519.85,4.86,249.61,216.25,18.66,9.33,9.33,19.32,18.56,17.82,6.61,Standard Weaving Cost
LOOM-GEN0848,LC-4849,9100,9200.0,FAB-W0855,BUY-1249,INR,1.0,202403,0.682,0.878,7.61,COTTON-A,321.41,648.33,648.33,277.7,244.4,30.64,15.32,15.32,5.52,27.12,7.78,11.56,Standard Weaving Cost
LOOM-GEN0848,LC-4849,9100,9200.0,FAB-W0855,BUY-1249,INR,1.0,202404,0.682,0.878,7.61,COTTON-A,321.41,648.33,648.33,277.7,244.4,30.64,15.32,15.32,5.52,27.12,7.78,11.56,Standard Weaving Cost
LOOM-GEN0849,LC-4850,6100,6200.0,FAB-W0856,BUY-1250,USD,83.5,202403,0.806,0.986,6.7,COTTON-B,157.77,386.58,4.63,196.76,185.2,23.2,11.6,11.6,0.84,23.78,6.85,12.57,Standard Weaving Cost
LOOM-GEN0849,LC-4850,6100,6200.0,FAB-W0856,BUY-1250,USD,83.5,202404,0.806,0.986,6.7,COTTON-B,157.77,386.58,4.63,196.76,185.2,23.2,11.6,11.6,0.84,23.78,6.85,12.57,Standard Weaving Cost
LOOM-GEN0850,LC-4851,7100,7200.0,FAB-W0857,BUY-1251,EUR,89.8,202403,0.963,1.109,9.21,POLY-B,402.97,685.67,7.64,352.01,301.75,13.99,7.0,7.0,1.55,17.76,13.15,6.84,Subcon Cost Considered here
LOOM-GEN0850,LC-4851,7100,7200.0,FAB-W0857,BUY-1251,EUR,89.8,202404,0.963,1.109,9.21,POLY-B,402.97,685.67,7.64,352.01,301.75,13.99,7.0,7.0,1.55,17.76,13.15,6.84,Subcon Cost Considered here
LOOM-GEN0851,LC-4852,9100,9200.0,FAB-W0858,BUY-1252,GBP,106.9,202403,1.056,1.24,9.79,POLY-C,257.27,959.79,8.98,512.39,356.53,13.06,6.53,6.53,15.76,15.37,11.71,11.82,Monthly reconcile adjustment
LOOM-GEN0851,LC-4852,9100,9200.0,FAB-W0858,BUY-1252,GBP,106.9,202404,1.056,1.24,9.79,POLY-C,257.27,959.79,8.98,512.39,356.53,13.06,6.53,6.53,15.76,15.37,11.71,11.82,Monthly reconcile adjustment
LOOM-GEN0852,LC-4853,6100,6200.0,FAB-W0859,BUY-1253,INR,1.0,202403,1.259,1.63,8.99,SILK-C,172.9,392.38,392.38,212.25,191.0,1.02,0.51,0.51,12.18,25.78,13.15,13.37,Reviewed by finance team
LOOM-GEN0852,LC-4853,6100,6200.0,FAB-W0859,BUY-1253,INR,1.0,202404,1.259,1.63,8.99,SILK-C,172.9,392.38,392.38,212.25,191.0,1.02,0.51,0.51,12.18,25.78,13.15,13.37,Reviewed by finance team
LOOM-GEN0853,LC-4854,7100,7200.0,FAB-W0860,BUY-1254,USD,83.5,202403,1.311,1.595,7.88,LINEN-A,190.91,1139.19,13.64,483.29,522.82,15.24,7.62,7.62,19.96,9.73,7.08,15.23,Outsourced_here process cost
LOOM-GEN0853,LC-4854,7100,7200.0,FAB-W0860,BUY-1254,USD,83.5,202404,1.311,1.595,7.88,LINEN-A,190.91,1139.19,13.64,483.29,522.82,15.24,7.62,7.62,19.96,9.73,7.08,15.23,Outsourced_here process cost
LOOM-GEN0854,LC-4855,9100,9200.0,FAB-W0861,BUY-1255,EUR,89.8,202403,0.914,1.097,8.8,VISCOSE-D,300.92,747.18,8.32,385.02,356.51,21.11,10.55,10.55,1.03,18.39,13.34,9.29,Standard Weaving Cost
LOOM-GEN0854,LC-4855,9100,9200.0,FAB-W0861,BUY-1255,EUR,89.8,202404,0.914,1.097,8.8,VISCOSE-D,300.92,747.18,8.32,385.02,356.51,21.11,10.55,10.55,1.03,18.39,13.34,9.29,Standard Weaving Cost
LOOM-GEN0855,LC-4856,6100,6200.0,FAB-W0862,BUY-1256,GBP,106.9,202403,0.977,1.238,7.67,MODAL-E,200.53,580.92,5.43,301.96,234.86,18.23,9.12,9.12,14.96,10.54,9.37,12.79,Standard Weaving Cost
LOOM-GEN0855,LC-4856,6100,6200.0,FAB-W0862,BUY-1256,GBP,106.9,202404,0.977,1.238,7.67,MODAL-E,200.53,580.92,5.43,301.96,234.86,18.23,9.12,9.12,14.96,10.54,9.37,12.79,Standard Weaving Cost
LOOM-GEN0856,LC-4857,7100,7200.0,FAB-W0863,BUY-1257,INR,1.0,202403,1.832,2.148,7.91,COTTON-A,286.86,1218.9,1218.9,615.46,537.27,17.96,8.98,8.98,8.38,20.53,17.57,5.5,Standard Weaving Cost
LOOM-GEN0856,LC-4857,7100,7200.0,FAB-W0863,BUY-1257,INR,1.0,202404,1.832,2.148,7.91,COTTON-A,286.86,1218.9,1218.9,615.46,537.27,17.96,8.98,8.98,8.38,20.53,17.57,5.5,Standard Weaving Cost
LOOM-GEN0857,LC-4858,9100,9200.0,FAB-W0864,BUY-1258,USD,83.5,202403,1.353,1.698,8.13,COTTON-B,312.97,481.23,5.76,218.4,189.14,12.55,6.28,6.28,1.63,17.26,19.77,10.91,Subcon Cost Considered here
LOOM-GEN0857,LC-4858,9100,9200.0,FAB-W0864,BUY-1258,USD,83.5,202404,1.353,1.698,8.13,COTTON-B,312.97,481.23,5.76,218.4,189.14,12.55,6.28,6.28,1.63,17.26,19.77,10.91,Subcon Cost Considered here
LOOM-GEN0858,LC-4859,6100,6200.0,FAB-W0865,BUY-1259,EUR,89.8,202403,1.486,1.864,10.1,POLY-B,409.21,364.74,4.06,158.92,142.07,22.18,11.09,11.09,18.6,24.34,7.77,4.41,Monthly reconcile adjustment
LOOM-GEN0858,LC-4859,6100,6200.0,FAB-W0865,BUY-1259,EUR,89.8,202404,1.486,1.864,10.1,POLY-B,409.21,364.74,4.06,158.92,142.07,22.18,11.09,11.09,18.6,24.34,7.77,4.41,Monthly reconcile adjustment
LOOM-GEN0859,LC-4860,7100,7200.0,FAB-W0866,BUY-1260,GBP,106.9,202403,1.204,1.491,10.46,POLY-C,163.68,1173.54,10.98,633.03,569.92,14.17,7.08,7.08,8.05,20.25,15.97,5.43,Reviewed by finance team
LOOM-GEN0859,LC-4860,7100,7200.0,FAB-W0866,BUY-1260,GBP,106.9,202404,1.204,1.491,10.46,POLY-C,163.68,1173.54,10.98,633.03,569.92,14.17,7.08,7.08,8.05,20.25,15.97,5.43,Reviewed by finance team
LOOM-GEN0860,LC-4861,9100,9200.0,FAB-W0867,BUY-1261,INR,1.0,202403,1.856,2.375,8.87,SILK-C,323.49,1294.43,1294.43,551.27,596.49,14.2,7.1,7.1,8.98,17.0,12.3,14.02,Outsourced_here process cost
LOOM-GEN0860,LC-4861,9100,9200.0,FAB-W0867,BUY-1261,INR,1.0,202404,1.856,2.375,8.87,SILK-C,323.49,1294.43,1294.43,551.27,596.49,14.2,7.1,7.1,8.98,17.0,12.3,14.02,Outsourced_here process cost
LOOM-GEN0861,LC-4862,6100,6200.0,FAB-W0868,BUY-1262,USD,83.5,202403,1.005,1.201,7.04,LINEN-A,180.54,1077.66,12.91,580.99,528.58,3.35,1.68,1.68,17.91,21.06,11.18,11.79,Standard Weaving Cost
LOOM-GEN0861,LC-4862,6100,6200.0,FAB-W0868,BUY-1262,USD,83.5,202404,1.005,1.201,7.04,LINEN-A,180.54,1077.66,12.91,580.99,528.58,3.35,1.68,1.68,17.91,21.06,11.18,11.79,Standard Weaving Cost
LOOM-GEN0862,LC-4863,7100,7200.0,FAB-W0869,BUY-1263,EUR,89.8,202403,1.131,1.343,8.53,VISCOSE-D,314.07,1247.53,13.89,539.68,492.28,13.64,6.82,6.82,11.28,27.74,14.12,14.13,Standard Weaving Cost
LOOM-GEN0862,LC-4863,7100,7200.0,FAB-W0869,BUY-1263,EUR,89.8,202404,1.131,1.343,8.53,VISCOSE-D,314.07,1247.53,13.89,539.68,492.28,13.64,6.82,6.82,11.28,27.74,14.12,14.13,Standard Weaving Cost
LOOM-GEN0863,LC-4864,9100,9200.0,FAB-W0870,BUY-1264,GBP,106.9,202403,1.197,1.394,7.77,MODAL-E,178.88,486.04,4.55,255.57,223.67,39.57,19.79,19.79,4.21,19.42,14.05,11.39,Standard Weaving Cost
LOOM-GEN0863,LC-4864,9100,9200.0,FAB-W0870,BUY-1264,GBP,106.9,202404,1.197,1.394,7.77,MODAL-E,178.88,486.04,4.55,255.57,223.67,39.57,19.79,19.79,4.21,19.42,14.05,11.39,Standard Weaving Cost
LOOM-GEN0864,LC-4865,6100,6200.0,FAB-W0871,BUY-1265,INR,1.0,202403,0.739,0.855,6.97,COTTON-A,210.37,766.97,766.97,410.4,301.63,36.71,18.36,18.36,19.78,24.58,18.94,12.0,Subcon Cost Considered here
LOOM-GEN0864,LC-4865,6100,6200.0,FAB-W0871,BUY-1265,INR,1.0,202404,0.739,0.855,6.97,COTTON-A,210.37,766.97,766.97,410.4,301.63,36.71,18.36,18.36,19.78,24.58,18.94,12.0,Subcon Cost Considered here
LOOM-GEN0865,LC-4866,7100,7200.0,FAB-W0872,BUY-1266,USD,83.5,202403,0.797,0.91,9.86,COTTON-B,369.11,375.98,4.5,202.03,185.73,21.59,10.79,10.79,15.98,8.15,17.66,4.31,Monthly reconcile adjustment
LOOM-GEN0865,LC-4866,7100,7200.0,FAB-W0872,BUY-1266,USD,83.5,202404,0.797,0.91,9.86,COTTON-B,369.11,375.98,4.5,202.03,185.73,21.59,10.79,10.79,15.98,8.15,17.66,4.31,Monthly reconcile adjustment
LOOM-GEN0866,LC-4867,9100,9200.0,FAB-W0873,BUY-1267,EUR,89.8,202403,0.884,1.139,8.78,POLY-B,361.59,844.85,9.41,446.11,333.07,4.38,2.19,2.19,14.13,26.58,12.22,9.19,Reviewed by finance team
