fabric_code,prod_plant_code
FAB-W1271,7200
FAB-W1272,9100
FAB-W1273,6200
FAB-W1274,7100
FAB-W1275,9200
FAB-W1276,6100
FAB-W1277,7200
FAB-W1278,9100
FAB-W1279,6200
FAB-W1280,7100
FAB-W1281,9200
FAB-W1282,6100
FAB-W1283,7200
FAB-W1284,9100
FAB-W1285,6200
FAB-W1286,7100
FAB-W1287,9200
FAB-W1288,6100
FAB-W1289,7200
FAB-W1290,9100
FAB-W1291,6200
FAB-W1292,7100
FAB-W1293,9200
FAB-W1294,6100
FAB-W1295,7200
FAB-W1296,9100
FAB-W1297,6200
FAB-W1298,7100
FAB-W1299,9200
FAB-W1300,6100
FAB-W1301,7200
FAB-W1302,9100
FAB-W1303,6200
FAB-W1304,7100
FAB-W1305,9200
FAB-W1306,6100
FAB-W1307,7200
FAB-W1308,9100
FAB-W1309,6200
FAB-W1310,7100
FAB-W1311,9200
FAB-W1312,6100
FAB-W1313,7200
FAB-W1314,9100
FAB-W1315,6200
FAB-W1316,7100
FAB-W1317,9200
FAB-W1318,6100
FAB-W1319,7200
FAB-W1320,9100
FAB-W1321,6200
FAB-W1322,7100
FAB-W1323,9200
FAB-W1324,6100
FAB-W1325,7200
FAB-W1326,9100
FAB-W1327,6200
FAB-W1328,7100
FAB-W1329,9200
FAB-W1330,6100
FAB-W1331,7200
FAB-W1332,9100
FAB-W1333,6200
FAB-W1334,7100
FAB-W1335,9200
FAB-W1336,6100
FAB-W1337,7200
FAB-W1338,9100
FAB-W1339,6200
FAB-W1340,7100
FAB-W1341,9200
FAB-W1342,6100
FAB-W1343,7200
FAB-W1344,9100
FAB-W1345,6200
FAB-W1346,7100
FAB-W1347,9200
FAB-W1348,6100
FAB-W1349,7200
FAB-W1350,9100
FAB-W1351,6200
FAB-W1352,7100
FAB-W1353,9200
FAB-W1354,6100
FAB-W1355,7200
FAB-W1356,9100
FAB-W1357,6200
FAB-W1358,7100
FAB-W1359,9200
FAB-W1360,6100
FAB-W1361,7200
FAB-W1362,9100
FAB-W1363,6200
FAB-W1364,7100
FAB-W1365,9200
FAB-W1366,6100
FAB-W1367,7200
FAB-W1368,9100
FAB-W1369,6200
FAB-W1370,7100
FAB-W1371,9200
FAB-W1372,6100
FAB-W1373,7200
FAB-W1374,9100
FAB-W1375,6200
FAB-W1376,7100
FAB-W1377,9200
FAB-W1378,6100
FAB-W1379,7200
FAB-W1380,9100
FAB-W1381,6200
FAB-W1382,7100
FAB-W1383,9200
FAB-W1384,6100
FAB-W1385,7200
FAB-W1386,9100
FAB-W1387,6200
FAB-W1388,7100
FAB-W1389,9200
FAB-W1390,6100
FAB-W1391,7200
FAB-W1392,9100
FAB-W1393,6200
FAB-W1394,7100
FAB-W1395,9200
FAB-W1396,6100
FAB-W1397,7200
FAB-W1398,9100
FAB-W1399,6200
FAB-W1400,7100
FAB-W1401,9200
FAB-W1402,6100
FAB-W1403,7200
FAB-W1404,9100
FAB-W1405,6200
FAB-W1406,7100
FAB-W1407,9200
FAB-W1408,6100
FAB-W1409,7200
FAB-W1410,9100
FAB-W1411,6200
FAB-W1412,7100
FAB-W1413,9200
FAB-W1414,6100
FAB-W1415,7200
FAB-W1416,9100
FAB-W1417,6200
FAB-W1418,7100
FAB-W1419,9200
FAB-W1420,6100
FAB-W1421,7200
FAB-W1422,9100
FAB-W1423,6200
FAB-W1424,7100
FAB-W1425,9200
FAB-W1426,6100
FAB-W1427,7200
FAB-W1428,9100
FAB-W1429,6200
FAB-W1430,7100
FAB-W1431,9200
FAB-W1432,6100
FAB-W1433,7200
FAB-W1434,9100
FAB-W1435,6200
FAB-W1436,7100
FAB-W1437,9200
FAB-W1438,6100
FAB-W1439,7200
FAB-W1440,9100
FAB-W1441,6200
FAB-W1442,7100
FAB-W1443,9200
FAB-W1444,6100
FAB-W1445,7200
FAB-W1446,9100
FAB-W1447,6200
FAB-W1448,7100
FAB-W1449,9200
FAB-W1450,6100
FAB-W1451,7200
FAB-W1452,9100
FAB-W1453,6200
FAB-W1454,7100
FAB-W1455,9200
FAB-W1456,6100
FAB-W1457,7200
FAB-W1458,9100
FAB-W1459,6200
FAB-W1460,7100
FAB-W1461,9200
FAB-W1462,6100
FAB-W1463,7200
FAB-W1464,9100
FAB-W1465,6200
FAB-W1466,7100
FAB-W1467,9200
FAB-W1468,6100
FAB-W1469,7200
FAB-W1470,9100
FAB-W1471,6200
FAB-W1472,7100
FAB-W1473,9200
FAB-W1474,6100
FAB-W1475,7200
FAB-W1476,9100
FAB-W1477,6200
FAB-W1478,7100
FAB-W1479,9200
FAB-W1480,6100
FAB-W1481,7200
FAB-W1482,9100
FAB-W1483,6200
FAB-W1484,7100
FAB-W1485,9200
FAB-W1486,6100
FAB-W1487,7200
FAB-W1488,9100
FAB-W1489,6200
FAB-W1490,7100
FAB-W1491,9200
FAB-W1492,6100
FAB-W1493,7200
FAB-W1494,9100
FAB-W1495,6200
FAB-W1496,7100
FAB-W1497,9200
FAB-W1498,6100
FAB-W1499,7200
FAB-W1500,9100
FAB-W1501,6200
FAB-W1502,7100
FAB-W1503,9200
FAB-W1504,6100
FAB-W1505,7200
FAB-W1506,9100
FAB-W1507,6200
FAB-W1508,7100
FAB-W1509,9200
FAB-W1510,6100
FAB-W1511,7200
FAB-W1512,9100
FAB-W1513,6200
FAB-W1514,7100
FAB-W1515,9200
FAB-W1516,6100
FAB-W1517,7200
FAB-W1518,9100
FAB-W1519,6200
FAB-W1520,7100
FAB-W1521,9200
FAB-W1522,6100
FAB-W1523,7200
FAB-W1524,9100
FAB-W1525,6200
FAB-W1526,7100
FAB-W1527,9200
FAB-W1528,6100
FAB-W1529,7200
FAB-W1530,9100
FAB-W1531,6200
FAB-W1532,7100
FAB-W1533,9200
FAB-W1534,6100
FAB-W1535,7200
FAB-W1536,9100
FAB-W1537,6200
FAB-W1538,7100
FAB-W1539,9200
FAB-W1540,6100
FAB-W1541,7200
FAB-W1542,9100
FAB-W1543,6200
FAB-W1544,7100
FAB-W1545,9200
FAB-W1546,6100
FAB-W1547,7200
FAB-W1548,9100
FAB-W1549,6200
FAB-W1550,7100
FAB-W1551,9200
FAB-W1552,6100
FAB-W1553,7200
FAB-W1554,9100
FAB-W1555,6200
FAB-W1556,7100
FAB-W1557,9200
FAB-W1558,6100
FAB-W1559,7200
FAB-W1560,9100
FAB-W1561,6200
FAB-W1562,7100
FAB-W1563,9200
FAB-W1564,6100
FAB-W1565,7200
FAB-W1566,9100
FAB-W1567,6200
FAB-W1568,7100
FAB-W1569,9200
FAB-W1570,6100
FAB-W1571,7200
FAB-W1572,9100
FAB-W1573,6200
FAB-W1574,7100
FAB-W1575,9200
FAB-W1576,6100
FAB-W1577,7200
FAB-W1578,9100
FAB-W1579,6200
FAB-W1580,7100
FAB-W1581,9200
FAB-W1582,6100
FAB-W1583,7200
FAB-W1584,9100
FAB-W1585,6200
FAB-W1586,7100
FAB-W1587,9200
FAB-W1588,6100
FAB-W1589,7200
FAB-W1590,9100
FAB-W1591,6200
FAB-W1592,7100
FAB-W1593,9200
FAB-W1594,6100
FAB-W1595,7200
FAB-W1596,9100
FAB-W1597,6200
FAB-W1598,7100
FAB-W1599,9200
FAB-W1600,6100
FAB-W1601,7200
FAB-W1602,9100
FAB-W1603,6200
FAB-W1604,7100
FAB-W1605,9200
FAB-W1606,6100
FAB-W1607,7200
FAB-W1608,9100
FAB-W1609,6200
FAB-W1610,7100
FAB-W1611,9200
FAB-W1612,6100
FAB-W1613,7200
FAB-W1614,9100
FAB-W1615,6200
FAB-W1616,7100
FAB-W1617,9200
FAB-W1618,6100
FAB-W1619,7200
FAB-W1620,9100
FAB-W1621,6200
FAB-W1622,7100
FAB-W1623,9200
FAB-W1624,6100
FAB-W1625,7200
FAB-W1626,9100
FAB-W1627,6200
FAB-W1628,7100
FAB-W1629,9200
FAB-W1630,6100
FAB-W1631,7200
FAB-W1632,9100
FAB-W1633,6200
FAB-W1634,7100
FAB-W1635,9200
FAB-W1636,6100
FAB-W1637,7200
FAB-W1638,9100
FAB-W1639,6200
FAB-W1640,7100
FAB-W1641,9200
FAB-W1642,6100
FAB-W1643,7200
FAB-W1644,9100
FAB-W1645,6200
FAB-W1646,7100
FAB-W1647,9200
FAB-W1648,6100
FAB-W1649,7200
FAB-W1650,9100
FAB-W1651,6200
FAB-W1652,7100
FAB-W1653,9200
FAB-W1654,6100
FAB-W1655,7200
FAB-W1656,9100
FAB-W1657,6200
FAB-W1658,7100
FAB-W1659,9200
FAB-W1660,6100
FAB-W1661,7200
FAB-W1662,9100
FAB-W1663,6200
FAB-W1664,7100
FAB-W1665,9200
FAB-W1666,6100
FAB-W1667,7200
FAB-W1668,9100
FAB-W1669,6200
FAB-W1670,7100
FAB-W1671,9200
FAB-W1672,6100
FAB-W1673,7200
FAB-W1674,9100
FAB-W1675,6200
FAB-W1676,7100
FAB-W1677,9200
FAB-W1678,6100
FAB-W1679,7200
FAB-W1680,9100
FAB-W1681,6200
FAB-W1682,7100
FAB-W1683,9200
FAB-W1684,6100
FAB-W1685,7200
FAB-W1686,9100
FAB-W1687,6200
FAB-W1688,7100
FAB-W1689,9200
FAB-W1690,6100
FAB-W1691,7200
FAB-W1692,9100
FAB-W1693,6200
FAB-W1694,7100
FAB-W1695,9200
FAB-W1696,6100
FAB-W1697,7200
FAB-W1698,9100
FAB-W1699,6200
FAB-W1700,7100
FAB-W1701,9200
FAB-W1702,6100
FAB-W1703,7200
FAB-W1704,9100
FAB-W1705,6200
FAB-W1706,7100
FAB-W1707,9200
FAB-W1708,6100
FAB-W1709,7200
FAB-W1710,9100
FAB-W1711,6200
FAB-W1712,7100
FAB-W1713,9200
FAB-W1714,6100
FAB-W1715,7200
FAB-W1716,9100
FAB-W1717,6200
FAB-W1718,7100
FAB-W1719,9200
FAB-W1720,6100
FAB-W1721,7200
FAB-W1722,9100
FAB-W1723,6200
FAB-W1724,7100
FAB-W1725,9200
FAB-W1726,6100
FAB-W1727,7200
FAB-W1728,9100
FAB-W1729,6200
FAB-W1730,7100
FAB-W1731,9200
FAB-W1732,6100
FAB-W1733,7200
FAB-W1734,9100
FAB-W1735,6200
FAB-W1736,7100
FAB-W1737,9200
FAB-W1738,6100
FAB-W1739,7200
FAB-W1740,9100
FAB-W1741,6200
FAB-W1742,7100
FAB-W1743,9200
FAB-W1744,6100
FAB-W1745,7200
FAB-W1746,9100
FAB-W1747,6200
FAB-W1748,7100
FAB-W1749,9200
FAB-W1750,6100
FAB-W1751,7200
FAB-W1752,9100
FAB-W1753,6200
FAB-W1754,7100
FAB-W1755,9200
FAB-W1756,6100
FAB-W1757,7200
FAB-W1758,9100
FAB-W1759,6200
FAB-W1760,7100
FAB-W1761,9200
FAB-W1762,6100
FAB-W1763,7200
FAB-W1764,9100
FAB-W1765,6200
FAB-W1766,7100
FAB-W1767,9200
FAB-W1768,6100
FAB-W1769,7200
FAB-W1770,9100
FAB-W1771,6200
FAB-W1772,7100
FAB-W1773,9200
FAB-W1774,6100
FAB-W1775,7200
FAB-W1776,9100
FAB-W1777,6200
FAB-W1778,7100
FAB-W1779,9200
FAB-W1780,6100
FAB-W1781,7200
FAB-W1782,9100
FAB-W1783,6200
FAB-W1784,7100
FAB-W1785,9200
FAB-W1786,6100
FAB-W1787,7200
FAB-W1788,9100
FAB-W1789,6200
FAB-W1790,7100
FAB-W1791,9200
FAB-W1792,6100
FAB-W1793,7200
FAB-W1794,9100
FAB-W1795,6200
FAB-W1796,7100
FAB-W1797,9200
FAB-W1798,6100
FAB-W1799,7200
FAB-W1800,9100
FAB-W1801,6200
FAB-W1802,7100
FAB-W1803,9200
FAB-W1804,6100
FAB-W1805,7200
FAB-W1806,9100
FAB-W1807,6200
FAB-W1808,7100
FAB-W1809,9200
FAB-W1810,6100
FAB-W1811,7200
FAB-W1812,9100
FAB-W1813,6200
FAB-W1814,7100
FAB-W1815,9200
FAB-W1816,6100
FAB-W1817,7200
FAB-W1818,9100
FAB-W1819,6200
FAB-W1820,7100
FAB-W1821,9200
FAB-W1822,6100
FAB-W1823,7200
FAB-W1824,9100
FAB-W1825,6200
FAB-W1826,7100
FAB-W1827,9200
FAB-W1828,6100
FAB-W1829,7200
FAB-W1830,9100
FAB-W1831,6200
FAB-W1832,7100
FAB-W1833,9200
FAB-W1834,6100
FAB-W1835,7200
FAB-W1836,9100
FAB-W1837,6200
FAB-W1838,7100
FAB-W1839,9200
FAB-W1840,6100
FAB-W1841,7200
FAB-W1842,9100
FAB-W1843,6200
FAB-W1844,7100
FAB-W1845,9200
FAB-W1846,6100
FAB-W1847,7200
FAB-W1848,9100
FAB-W1849,6200
FAB-W1850,7100
FAB-W1851,9200
FAB-W1852,6100
FAB-W1853,7200
FAB-W1854,9100
FAB-W1855,6200
FAB-W1856,7100
FAB-W1857,9200
FAB-W1858,6100
FAB-W1859,7200
FAB-W1860,9100
FAB-W1861,6200
FAB-W1862,7100
FAB-W1863,9200
FAB-W1864,6100
FAB-W1865,7200
FAB-W1866,9100
FAB-W1867,6200
FAB-W1868,7100
FAB-W1869,9200
FAB-W1870,6100
FAB-W1871,7200
FAB-W1872,9100
FAB-W1873,6200
FAB-W1874,7100
FAB-W1875,9200
FAB-W1876,6100
FAB-W1877,7200
FAB-W1878,9100
FAB-W1879,6200
FAB-W1880,7100
FAB-W1881,9200
FAB-W1882,6100
FAB-W1883,7200
FAB-W1884,9100
FAB-W1885,6200
FAB-W1886,7100
FAB-W1887,9200
FAB-W1888,6100
FAB-W1889,7200
FAB-W1890,9100
FAB-W1891,6200
FAB-W1892,7100
FAB-W1893,9200
FAB-W1894,6100
FAB-W1895,7200
FAB-W1896,9100
FAB-W1897,6200
FAB-W1898,7100
FAB-W1899,9200
FAB-W1900,6100
FAB-W1901,7200
FAB-W1902,9100
FAB-W1903,6200
FAB-W1904,7100
FAB-W1905,9200
FAB-W1906,6100
FAB-W1907,7200
FAB-W1908,9100
FAB-W1909,6200
FAB-W1910,7100
FAB-W1911,9200
FAB-W1912,6100
FAB-W1913,7200
FAB-W1914,9100
FAB-W1915,6200
FAB-W1916,7100
FAB-W1917,9200
FAB-W1918,6100
FAB-W1919,7200
FAB-W1920,9100
FAB-W1921,6200
FAB-W1922,7100
FAB-W1923,9200
FAB-W1924,6100
FAB-W1925,7200
FAB-W1926,9100
FAB-W1927,6200
FAB-W1928,7100
FAB-W1929,9200
FAB-W1930,6100
FAB-W1931,7200
FAB-W1932,9100
FAB-W1933,6200
FAB-W1934,7100
FAB-W1935,9200
FAB-W1936,6100
FAB-W1937,7200
FAB-W1938,9100
FAB-W1939,6200
FAB-W1940,7100
FAB-W1941,9200
FAB-W1942,6100
FAB-W1943,7200
FAB-W1944,9100
FAB-W1945,6200
FAB-W1946,7100
FAB-W1947,9200
FAB-W1948,6100
FAB-W1949,7200
FAB-W1950,9100
FAB-W1951,6200
FAB-W1952,7100
FAB-W1953,9200
FAB-W1954,6100
FAB-W1955,7200
FAB-W1956,9100
FAB-W1957,6200
FAB-W1958,7100
FAB-W1959,9200
FAB-W1960,6100
FAB-W1961,7200
FAB-W1962,9100
FAB-W1963,6200
FAB-W1964,7100
FAB-W1965,9200
FAB-W1966,6100
FAB-W1967,7200
FAB-W1968,9100
FAB-W1969,6200
FAB-W1970,7100
FAB-W1971,9200
FAB-W1972,6100
FAB-W1973,7200
FAB-W1974,9100
FAB-W1975,6200
FAB-W1976,7100
FAB-W1977,9200
FAB-W1978,6100
FAB-W1979,7200
FAB-W1980,9100
FAB-W1981,6200
FAB-W1982,7100
FAB-W1983,9200
FAB-W1984,6100
FAB-W1985,7200
FAB-W1986,9100
FAB-W1987,6200
FAB-W1988,7100
FAB-W1989,9200
FAB-W1990,6100
FAB-W1991,7200
FAB-W1992,9100
FAB-W1993,6200
FAB-W1994,7100
FAB-W1995,9200
FAB-W1996,6100
FAB-W1997,7200
FAB-W1998,9100
FAB-W1999,6200
FAB-W2000,7100
FAB-W2001,9200
FAB-W2002,6100
FAB-W2003,7200
FAB-W2004,9100
FAB-W2005,6200
FAB-W2006,7100
FAB-W2007,9200
FAB-W2008,6100
FAB-W2009,7200
FAB-W2010,9100
FAB-W2011,6200
FAB-W2012,7100
FAB-W2013,9200
FAB-W2014,6100
FAB-W2015,7200
FAB-W2016,9100
FAB-W2017,6200
FAB-W2018,7100
FAB-W2019,9200
FAB-W2020,6100
FAB-W2021,7200
FAB-W2022,9100
FAB-W2023,6200
FAB-W2024,7100
FAB-W2025,9200
FAB-W2026,6100
FAB-W2027,7200
FAB-W2028,9100
FAB-W2029,6200
FAB-W2030,7100
FAB-W2031,9200
FAB-W2032,6100
FAB-W2033,7200
FAB-W2034,9100
FAB-W2035,6200
FAB-W2036,7100
FAB-W2037,9200
FAB-W2038,6100
FAB-W2039,7200
FAB-W2040,9100
FAB-W2041,6200
FAB-W2042,7100
FAB-W2043,9200
FAB-W2044,6100
FAB-W2045,7200
FAB-W2046,9100
FAB-W2047,6200
FAB-W2048,7100
FAB-W2049,9200
FAB-W2050,6100
FAB-W2051,7200
FAB-W2052,9100
FAB-W2053,6200
FAB-W2054,7100
FAB-W2055,9200
FAB-W2056,6100
FAB-W2057,7200
FAB-W2058,9100
FAB-W2059,6200
FAB-W2060,7100
FAB-W2061,9200
FAB-W2062,6100
FAB-W2063,7200
FAB-W2064,9100
FAB-W2065,6200
FAB-W2066,7100
FAB-W2067,9200
FAB-W2068,6100
FAB-W2069,7200
FAB-W2070,9100
FAB-W2071,6200
FAB-W2072,7100
FAB-W2073,9200
FAB-W2074,6100
FAB-W2075,7200
FAB-W2076,9100
FAB-W2077,6200
FAB-W2078,7100
FAB-W2079,9200
FAB-W2080,6100
FAB-W2081,7200
FAB-W2082,9100
FAB-W2083,6200
FAB-W2084,7100
FAB-W2085,9200
FAB-W2086,6100
FAB-W2087,7200
FAB-W2088,9100
FAB-W2089,6200
FAB-W2090,7100
FAB-W2091,9200
FAB-W2092,6100
FAB-W2093,7200
FAB-W2094,9100
FAB-W2095,6200
FAB-W2096,7100
FAB-W2097,9200
FAB-W2098,6100
FAB-W2099,7200
FAB-W2100,9100
FAB-W2101,6200
FAB-W2102,7100
FAB-W2103,9200
FAB-W2104,6100
FAB-W2105,7200
FAB-W2106,9100
FAB-W2107,6200
FAB-W2108,7100
FAB-W2109,9200
FAB-W2110,6100
FAB-W2111,7200
FAB-W2112,9100
FAB-W2113,6200
FAB-W2114,7100
FAB-W2115,9200
FAB-W2116,6100
FAB-W2117,7200
FAB-W2118,9100
FAB-W2119,6200
FAB-W2120,7100
FAB-W2121,9200
FAB-W2122,6100
FAB-W2123,7200
FAB-W2124,9100
FAB-W2125,6200
FAB-W2126,7100
FAB-W2127,9200
FAB-W2128,6100
FAB-W2129,7200
FAB-W2130,9100
FAB-W2131,6200
FAB-W2132,7100
FAB-W2133,9200
FAB-W2134,6100
FAB-W2135,7200
FAB-W2136,9100
FAB-W2137,6200
FAB-W2138,7100
FAB-W2139,9200
FAB-W2140,6100
FAB-W2141,7200
FAB-W2142,9100
FAB-W2143,6200
FAB-W2144,7100
FAB-W2145,9200
FAB-W2146,6100
FAB-W2147,7200
FAB-W2148,9100
FAB-W2149,6200
FAB-W2150,7100
FAB-W2151,9200
FAB-W2152,6100
FAB-W2153,7200
FAB-W2154,9100
FAB-W2155,6200
FAB-W2156,7100
FAB-W2157,9200
FAB-W2158,6100
FAB-W2159,7200
FAB-W2160,9100
FAB-W2161,6200
FAB-W2162,7100
FAB-W2163,9200
FAB-W2164,6100
FAB-W2165,7200
FAB-W2166,9100
FAB-W2167,6200
FAB-W2168,7100
FAB-W2169,9200
FAB-W2170,6100
FAB-W2171,7200
FAB-W2172,9100
FAB-W2173,6200
FAB-W2174,7100
FAB-W2175,9200
FAB-W2176,6100
FAB-W2177,7200
FAB-W2178,9100
FAB-W2179,6200
FAB-W2180,7100
FAB-W2181,9200
FAB-W2182,6100
FAB-W2183,7200
FAB-W2184,9100
FAB-W2185,6200
FAB-W2186,7100
FAB-W2187,9200
FAB-W2188,6100
FAB-W2189,7200
FAB-W2190,9100
FAB-W2191,6200
FAB-W2192,7100
FAB-W2193,9200
FAB-W2194,6100
FAB-W2195,7200
FAB-W2196,9100
FAB-W2197,6200
FAB-W2198,7100
FAB-W2199,9200
FAB-W2200,6100
FAB-W2201,7200
FAB-W2202,9100
FAB-W2203,6200
FAB-W2204,7100
FAB-W2205,9200
FAB-W2206,6100
FAB-W2207,7200
FAB-W2208,9100
FAB-W2209,6200
FAB-W2210,7100
FAB-W2211,9200
FAB-W2212,6100
FAB-W2213,7200
FAB-W2214,9100
FAB-W2215,6200
FAB-W2216,7100
FAB-W2217,9200
FAB-W2218,6100
FAB-W2219,7200
FAB-W2220,9100
FAB-W2221,6200
FAB-W2222,7100
FAB-W2223,9200
FAB-W2224,6100
FAB-W2225,7200
FAB-W2226,9100
FAB-W2227,6200
FAB-W2228,7100
FAB-W2229,9200
FAB-W2230,6100
FAB-W2231,7200
FAB-W2232,9100
FAB-W2233,6200
FAB-W2234,7100
FAB-W2235,9200
FAB-W2236,6100
FAB-W2237,7200
FAB-W2238,9100
FAB-W2239,6200
FAB-W2240,7100
FAB-W2241,9200
FAB-W2242,6100
FAB-W2243,7200
FAB-W2244,9100
FAB-W2245,6200
FAB-W2246,7100
FAB-W2247,9200
FAB-W2248,6100
FAB-W2249,7200
FAB-W2250,9100
FAB-W2251,6200
FAB-W2252,7100
FAB-W2253,9200
FAB-W2254,6100
FAB-W2255,7200
FAB-W2256,9100
FAB-W2257,6200
FAB-W2258,7100
FAB-W2259,9200
FAB-W2260,6100
FAB-W2261,7200
FAB-W2262,9100
FAB-W2263,6200
FAB-W2264,7100
FAB-W2265,9200
FAB-W2266,6100
FAB-W2267,7200
FAB-W2268,9100
FAB-W2269,6200
FAB-W2270,7100
FAB-W2271,9200
FAB-W2272,6100
FAB-W2273,7200
FAB-W2274,9100
FAB-W2275,6200
FAB-W2276,7100
FAB-W2277,9200
FAB-W2278,6100
FAB-W2279,7200
FAB-W2280,9100
FAB-W2281,6200
FAB-W2282,7100
FAB-W2283,9200
FAB-W2284,6100
FAB-W2285,7200
FAB-W2286,9100
FAB-W2287,6200
FAB-W2288,7100
FAB-W2289,9200
FAB-W2290,6100
FAB-W2291,7200
FAB-W2292,9100
FAB-W2293,6200
FAB-W2294,7100
FAB-W2295,9200
FAB-W2296,6100
FAB-W2297,7200
FAB-W2298,9100
FAB-W2299,6200
FAB-W2300,7100
FAB-W2301,9200
FAB-W2302,6100
FAB-W2303,7200
FAB-W2304,9100
FAB-W2305,6200
FAB-W2306,7100
FAB-W2307,9200
FAB-W2308,6100
FAB-W2309,7200
FAB-W2310,9100
FAB-W2311,6200
FAB-W2312,7100
FAB-W2313,9200
FAB-W2314,6100
FAB-W2315,7200
FAB-W2316,9100
FAB-W2317,6200
FAB-W2318,7100
FAB-W2319,9200
FAB-W2320,6100
FAB-W2321,7200
FAB-W2322,9100
FAB-W2323,6200
FAB-W2324,7100
FAB-W2325,9200
FAB-W2326,6100
FAB-W2327,7200
FAB-W2328,9100
FAB-W2329,6200
FAB-W2330,7100
FAB-W2331,9200
FAB-W2332,6100
FAB-W2333,7200
FAB-W2334,9100
FAB-W2335,6200
FAB-W2336,7100
FAB-W2337,9200
FAB-W2338,6100
FAB-W2339,7200
FAB-W2340,9100
FAB-W2341,6200
FAB-W2342,7100
FAB-W2343,9200
FAB-W2344,6100
FAB-W2345,7200
FAB-W2346,9100
FAB-W2347,6200
FAB-W2348,7100
FAB-W2349,9200
FAB-W2350,6100
FAB-W2351,7200
FAB-W2352,9100
FAB-W2353,6200
FAB-W2354,7100
FAB-W2355,9200
FAB-W2356,6100
FAB-W2357,7200
FAB-W2358,9100
FAB-W2359,6200
FAB-W2360,7100
FAB-W2361,9200
FAB-W2362,6100
FAB-W2363,7200
FAB-W2364,9100
FAB-W2365,6200
FAB-W2366,7100
FAB-W2367,9200
FAB-W2368,6100
FAB-W2369,7200
FAB-W2370,9100
FAB-W2371,6200
FAB-W2372,7100
FAB-W2373,9200
FAB-W2374,6100
FAB-W2375,7200
FAB-W2376,9100
FAB-W2377,6200
FAB-W2378,7100
FAB-W2379,9200
FAB-W2380,6100
FAB-W2381,7200
FAB-W2382,9100
FAB-W2383,6200
FAB-W2384,7100
FAB-W2385,9200
FAB-W2386,6100
FAB-W2387,7200
FAB-W2388,9100
FAB-W2389,6200
FAB-W2390,7100
FAB-W2391,9200
FAB-W2392,6100
FAB-W2393,7200
FAB-W2394,9100
FAB-W2395,6200
FAB-W2396,7100
FAB-W2397,9200
FAB-W2398,6100
FAB-W2399,7200
FAB-W2400,9100
FAB-W2401,6200
FAB-W2402,7100
FAB-W2403,9200
FAB-W2404,6100
FAB-W2405,7200
FAB-W2406,9100
FAB-W2407,6200
FAB-W2408,7100
FAB-W2409,9200
FAB-W2410,6100
FAB-W2411,7200
FAB-W2412,9100
FAB-W2413,6200
FAB-W2414,7100
FAB-W2415,9200
FAB-W2416,6100
FAB-W2417,7200
FAB-W2418,9100
FAB-W2419,6200
FAB-W2420,7100
FAB-W2421,9200
FAB-W2422,6100
FAB-W2423,7200
FAB-W2424,9100
FAB-W2425,6200
FAB-W2426,7100
FAB-W2427,9200
FAB-W2428,6100
FAB-W2429,7200
FAB-W2430,9100
FAB-W2431,6200
FAB-W2432,7100
FAB-W2433,9200
FAB-W2434,6100
FAB-W2435,7200
FAB-W2436,9100
FAB-W2437,6200
FAB-W2438,7100
FAB-W2439,9200
FAB-W2440,6100
FAB-W2441,7200
FAB-W2442,9100
FAB-W2443,6200
FAB-W2444,7100
FAB-W2445,9200
FAB-W2446,6100
FAB-W2447,7200
FAB-W2448,9100
FAB-W2449,6200
FAB-W2450,7100
FAB-W2451,9200
FAB-W2452,6100
FAB-W2453,7200
FAB-W2454,9100
FAB-W2455,6200
FAB-W2456,7100
FAB-W2457,9200
FAB-W2458,6100
FAB-W2459,7200
FAB-W2460,9100
FAB-W2461,6200
FAB-W2462,7100
FAB-W2463,9200
FAB-W2464,6100
FAB-W2465,7200
FAB-W2466,9100
FAB-W2467,6200
FAB-W2468,7100
FAB-W2469,9200
FAB-W2470,6100
FAB-W2471,7200
FAB-W2472,9100
FAB-W2473,6200
FAB-W2474,7100
FAB-W2475,9200
FAB-W2476,6100
FAB-W2477,7200
FAB-W2478,9100
FAB-W2479,6200
FAB-W2480,7100
FAB-W2481,9200
FAB-W2482,6100
FAB-W2483,7200
FAB-W2484,9100
FAB-W2485,6200
FAB-W2486,7100
FAB-W2487,9200
FAB-W2488,6100
FAB-W2489,7200
FAB-W2490,9100
FAB-W2491,6200
FAB-W2492,7100
FAB-W2493,9200
FAB-W2494,6100
FAB-W2495,7200
FAB-W2496,9100
FAB-W2497,6200
FAB-W2498,7100
FAB-W2499,9200
FAB-W2500,6100
FAB-W2501,7200
FAB-W2502,9100
FAB-W2503,6200
FAB-W2504,7100
FAB-W2505,9200
FAB-W2506,6100
FAB-W2507,7200
FAB-W2508,9100
FAB-W2509,6200
FAB-W2510,7100
FAB-W2511,9200
FAB-W2512,6100
FAB-W2513,7200
FAB-W2514,9100
FAB-W2515,6200
FAB-W2516,7100
FAB-W2517,9200
FAB-W2518,6100
FAB-W2519,7200
FAB-W2520,9100
FAB-W2521,6200
FAB-W2522,7100
FAB-W2523,9200
FAB-W2524,6100
FAB-W2525,7200
FAB-W2526,9100
FAB-W2527,6200
FAB-W2528,7100
FAB-W2529,9200
FAB-W2530,6100
FAB-W2531,7200
FAB-W2532,9100
FAB-W2533,6200
FAB-W2534,7100
FAB-W2535,9200
FAB-W2536,6100
FAB-W2537,7200
FAB-W2538,9100
FAB-W2539,6200
FAB-W2540,7100
FAB-W2541,9200
