plant_code,report_period,loom_code,cut_weight_ppc
6100,202404,LC-4871,1.5782
7100,202403,LC-4872,0.9056
7100,202404,LC-4872,0.9003
9100,202403,LC-4873,0.9291
9100,202404,LC-4873,0.9482
6100,202403,LC-4874,1.0918
6100,202404,LC-4874,1.0787
7100,202403,LC-4875,1.2472
7100,202404,LC-4875,1.2525
9100,202403,LC-4876,1.3178
9100,202404,LC-4876,1.3636
6100,202403,LC-4877,0.8076
6100,202404,LC-4877,0.8125
7100,202403,LC-4878,1.5207
7100,202404,LC-4878,1.5644
9100,202403,LC-4879,0.8702
9100,202404,LC-4879,0.9109
6100,202403,LC-4880,0.9593
6100,202404,LC-4880,0.9691
7100,202403,LC-4881,1.2897
7100,202404,LC-4881,1.2954
9100,202403,LC-4882,1.2998
9100,202404,LC-4882,1.3213
6100,202403,LC-4883,1.1178
6100,202404,LC-4883,1.1126
7100,202403,LC-4884,1.5769
7100,202404,LC-4884,1.6082
9100,202403,LC-4885,0.8542
9100,202404,LC-4885,0.8811
6100,202403,LC-4886,1.0878
6100,202404,LC-4886,1.0709
7100,202403,LC-4887,1.5252
7100,202404,LC-4887,1.5162
9100,202403,LC-4888,1.347
9100,202404,LC-4888,1.3565
6100,202403,LC-4889,1.491
6100,202404,LC-4889,1.5486
7100,202403,LC-4890,1.3678
7100,202404,LC-4890,1.4004
9100,202403,LC-4891,1.1509
9100,202404,LC-4891,1.1615
6100,202403,LC-4892,1.3623
6100,202404,LC-4892,1.3353
7100,202403,LC-4893,0.9452
7100,202404,LC-4893,0.9879
9100,202403,LC-4894,1.5279
9100,202404,LC-4894,1.5035
6100,202403,LC-4895,1.5037
6100,202404,LC-4895,1.5774
7100,202403,LC-4896,1.1021
7100,202404,LC-4896,1.0926
9100,202403,LC-4897,1.1709
9100,202404,LC-4897,1.1709
6100,202403,LC-4898,1.5907
6100,202404,LC-4898,1.5602
7100,202403,LC-4899,1.093
7100,202404,LC-4899,1.127
9100,202403,LC-4900,1.0528
9100,202404,LC-4900,1.0955
6100,202403,LC-4901,1.3006
6100,202404,LC-4901,1.3346
7100,202403,LC-4902,0.73
7100,202404,LC-4902,0.7371
9100,202403,LC-4903,1.5397
9100,202404,LC-4903,1.5266
6100,202403,LC-4904,0.7525
6100,202404,LC-4904,0.7752
7100,202403,LC-4905,1.5261
7100,202404,LC-4905,1.5515
9100,202403,LC-4906,0.8857
9100,202404,LC-4906,0.9234
6100,202403,LC-4907,1.4379
6100,202404,LC-4907,1.4842
7100,202403,LC-4908,0.9943
7100,202404,LC-4908,1.0132
9100,202403,LC-4909,0.756
9100,202404,LC-4909,0.7894
6100,202403,LC-4910,1.3511
6100,202404,LC-4910,1.3293
7100,202403,LC-4911,1.3977
7100,202404,LC-4911,1.4312
9100,202403,LC-4912,1.1615
9100,202404,LC-4912,1.1666
6100,202403,LC-4913,0.8999
6100,202404,LC-4913,0.9083
7100,202403,LC-4914,0.7256
7100,202404,LC-4914,0.7501
9100,202403,LC-4915,0.882
9100,202404,LC-4915,0.8824
6100,202403,LC-4916,0.7215
6100,202404,LC-4916,0.7502
7100,202403,LC-4917,0.886
7100,202404,LC-4917,0.8977
9100,202403,LC-4918,0.7092
9100,202404,LC-4918,0.7062
6100,202403,LC-4919,1.1986
6100,202404,LC-4919,1.242
7100,202403,LC-4920,1.0043
7100,202404,LC-4920,1.0035
9100,202403,LC-4921,1.2764
9100,202404,LC-4921,1.2717
6100,202403,LC-4922,1.4824
6100,202404,LC-4922,1.5187
7100,202403,LC-4923,1.3849
7100,202404,LC-4923,1.4153
9100,202403,LC-4924,0.8935
9100,202404,LC-4924,0.9051
6100,202403,LC-4925,1.2774
6100,202404,LC-4925,1.2888
7100,202403,LC-4926,1.5975
7100,202404,LC-4926,1.6216
9100,202403,LC-4927,0.9956
9100,202404,LC-4927,1.0048
6100,202403,LC-4928,1.1642
6100,202404,LC-4928,1.2031
7100,202403,LC-4929,1.5864
7100,202404,LC-4929,1.6244
9100,202403,LC-4930,0.8693
9100,202404,LC-4930,0.8922
6100,202403,LC-4931,1.0576
6100,202404,LC-4931,1.0581
7100,202403,LC-4932,1.1397
7100,202404,LC-4932,1.1369
9100,202403,LC-4933,1.3721
9100,202404,LC-4933,1.3525
6100,202403,LC-4934,0.7758
6100,202404,LC-4934,0.7621
7100,202403,LC-4935,0.9404
7100,202404,LC-4935,0.934
9100,202403,LC-4936,1.4835
9100,202404,LC-4936,1.5504
6100,202403,LC-4937,0.7481
6100,202404,LC-4937,0.7376
7100,202403,LC-4938,1.3895
7100,202404,LC-4938,1.4226
9100,202403,LC-4939,0.9233
9100,202404,LC-4939,0.9383
6100,202403,LC-4940,1.0173
6100,202404,LC-4940,1.0152
7100,202403,LC-4941,0.7181
7100,202404,LC-4941,0.7065
9100,202403,LC-4942,0.8261
9100,202404,LC-4942,0.8213
6100,202403,LC-4943,0.7113
6100,202404,LC-4943,0.7347
7100,202403,LC-4944,1.0252
7100,202404,LC-4944,1.0555
9100,202403,LC-4945,1.1639
9100,202404,LC-4945,1.1637
6100,202403,LC-4946,0.9171
6100,202404,LC-4946,0.945
7100,202403,LC-4947,0.9756
7100,202404,LC-4947,0.9984
9100,202403,LC-4948,1.352
9100,202404,LC-4948,1.3937
6100,202403,LC-4949,1.0282
6100,202404,LC-4949,1.0653
7100,202403,LC-4950,1.4911
7100,202404,LC-4950,1.4616
9100,202403,LC-4951,1.5191
9100,202404,LC-4951,1.5377
6100,202403,LC-4952,1.5587
6100,202404,LC-4952,1.5666
7100,202403,LC-4953,0.8723
7100,202404,LC-4953,0.8741
9100,202403,LC-4954,0.929
9100,202404,LC-4954,0.9749
6100,202403,LC-4955,0.8127
6100,202404,LC-4955,0.8481
7100,202403,LC-4956,0.9012
7100,202404,LC-4956,0.8865
9100,202403,LC-4957,1.4078
9100,202404,LC-4957,1.4522
6100,202403,LC-4958,1.4746
6100,202404,LC-4958,1.5179
7100,202403,LC-4959,0.8713
7100,202404,LC-4959,0.8763
9100,202403,LC-4960,1.5226
9100,202404,LC-4960,1.585
6100,202403,LC-4961,1.0727
6100,202404,LC-4961,1.101
7100,202403,LC-4962,0.7063
7100,202404,LC-4962,0.7199
9100,202403,LC-4963,1.3476
9100,202404,LC-4963,1.3731
6100,202403,LC-4964,1.5807
6100,202404,LC-4964,1.5879
7100,202403,LC-4965,1.2611
7100,202404,LC-4965,1.3059
9100,202403,LC-4966,1.2654
9100,202404,LC-4966,1.2754
6100,202403,LC-4967,1.188
6100,202404,LC-4967,1.1693
7100,202403,LC-4968,1.3125
7100,202404,LC-4968,1.3253
9100,202403,LC-4969,0.9483
9100,202404,LC-4969,0.9313
6100,202403,LC-4970,1.1047
6100,202404,LC-4970,1.1225
7100,202403,LC-4971,0.9824
7100,202404,LC-4971,0.973
9100,202403,LC-4972,1.4585
9100,202404,LC-4972,1.4851
6100,202403,LC-4973,1.2772
6100,202404,LC-4973,1.2689
7100,202403,LC-4974,1.0504
7100,202404,LC-4974,1.0855
9100,202403,LC-4975,0.7856
9100,202404,LC-4975,0.7862
6100,202403,LC-4976,0.7638
6100,202404,LC-4976,0.773
7100,202403,LC-4977,1.4713
7100,202404,LC-4977,1.4762
9100,202403,LC-4978,1.4484
9100,202404,LC-4978,1.4489
6100,202403,LC-4979,1.2036
6100,202404,LC-4979,1.2533
7100,202403,LC-4980,1.2294
7100,202404,LC-4980,1.2119
9100,202403,LC-4981,1.041
9100,202404,LC-4981,1.0554
6100,202403,LC-4982,1.2849
6100,202404,LC-4982,1.3223
7100,202403,LC-4983,1.1436
7100,202404,LC-4983,1.135
9100,202403,LC-4984,1.4255
9100,202404,LC-4984,1.4549
6100,202403,LC-4985,0.7633
6100,202404,LC-4985,0.7585
7100,202403,LC-4986,1.0228
7100,202404,LC-4986,1.0678
9100,202403,LC-4987,1.3067
9100,202404,LC-4987,1.3208
6100,202403,LC-4988,1.5528
6100,202404,LC-4988,1.5741
7100,202403,LC-4989,1.2728
7100,202404,LC-4989,1.2513
9100,202403,LC-4990,1.2747
9100,202404,LC-4990,1.3174
6100,202403,LC-4991,1.2793
6100,202404,LC-4991,1.2731
7100,202403,LC-4992,1.2465
7100,202404,LC-4992,1.2533
9100,202403,LC-4993,1.2506
9100,202404,LC-4993,1.2863
6100,202403,LC-4994,0.7744
6100,202404,LC-4994,0.8114
7100,202403,LC-4995,1.4471
7100,202404,LC-4995,1.4415
9100,202403,LC-4996,1.1589
9100,202404,LC-4996,1.1693
6100,202403,LC-4997,1.1938
6100,202404,LC-4997,1.2167
7100,202403,LC-4998,1.4658
7100,202404,LC-4998,1.4941
9100,202403,LC-4999,1.3509
9100,202404,LC-4999,1.381
6100,202403,LC-5000,0.9082
6100,202404,LC-5000,0.9246
7100,202403,LC-5001,0.931
7100,202404,LC-5001,0.9152
9100,202403,LC-5002,0.7495
9100,202404,LC-5002,0.7588
6100,202403,LC-5003,1.46
6100,202404,LC-5003,1.4732
7100,202403,LC-5004,1.2984
7100,202404,LC-5004,1.3276
9100,202403,LC-5005,1.57
9100,202404,LC-5005,1.6133
6100,202403,LC-5006,0.8534
6100,202404,LC-5006,0.8869
7100,202403,LC-5007,0.9325
7100,202404,LC-5007,0.9207
9100,202403,LC-5008,1.2305
9100,202404,LC-5008,1.2143
6100,202403,LC-5009,1.2742
6100,202404,LC-5009,1.3094
7100,202403,LC-5010,0.8596
7100,202404,LC-5010,0.8938
9100,202403,LC-5011,1.2289
9100,202404,LC-5011,1.2127
6100,202403,LC-5012,0.9021
6100,202404,LC-5012,0.9377
7100,202403,LC-5013,1.5567
7100,202404,LC-5013,1.5622
9100,202403,LC-5014,1.3733
9100,202404,LC-5014,1.3745
6100,202403,LC-5015,1.2765
6100,202404,LC-5015,1.2527
7100,202403,LC-5016,1.0323
7100,202404,LC-5016,1.062
9100,202403,LC-5017,1.5761
9100,202404,LC-5017,1.6403
6100,202403,LC-5018,0.7637
6100,202404,LC-5018,0.7769
7100,202403,LC-5019,0.8101
7100,202404,LC-5019,0.845
9100,202403,LC-5020,1.4882
9100,202404,LC-5020,1.4821
6100,202403,LC-5021,1.373
6100,202404,LC-5021,1.3798
7100,202403,LC-5022,1.4031
7100,202404,LC-5022,1.377
9100,202403,LC-5023,0.9272
9100,202404,LC-5023,0.9561
6100,202403,LC-5024,1.1814
6100,202404,LC-5024,1.1804
7100,202403,LC-5025,1.3917
7100,202404,LC-5025,1.4328
9100,202403,LC-5026,0.8892
9100,202404,LC-5026,0.9152
6100,202403,LC-5027,1.147
6100,202404,LC-5027,1.2026
7100,202403,LC-5028,1.0193
7100,202404,LC-5028,1.0631
9100,202403,LC-5029,1.564
9100,202404,LC-5029,1.6179
6100,202403,LC-5030,0.9993
6100,202404,LC-5030,1.0234
7100,202403,LC-5031,1.3823
7100,202404,LC-5031,1.4166
9100,202403,LC-5032,1.302
9100,202404,LC-5032,1.305
6100,202403,LC-5033,1.0378
6100,202404,LC-5033,1.0392
7100,202403,LC-5034,0.9847
7100,202404,LC-5034,0.9926
9100,202403,LC-5035,1.0524
9100,202404,LC-5035,1.0331
6100,202403,LC-5036,0.8481
6100,202404,LC-5036,0.8731
7100,202403,LC-5037,0.782
7100,202404,LC-5037,0.803
9100,202403,LC-5038,1.4879
9100,202404,LC-5038,1.4694
6100,202403,LC-5039,0.7884
6100,202404,LC-5039,0.7966
7100,202403,LC-5040,1.5819
7100,202404,LC-5040,1.6073
9100,202403,LC-5041,0.9467
9100,202404,LC-5041,0.9423
6100,202403,LC-5042,1.4744
6100,202404,LC-5042,1.4954
7100,202403,LC-5043,1.0024
7100,202404,LC-5043,1.0312
9100,202403,LC-5044,1.5961
9100,202404,LC-5044,1.626
6100,202403,LC-5045,1.448
6100,202404,LC-5045,1.5008
7100,202403,LC-5046,1.1729
7100,202404,LC-5046,1.1536
9100,202403,LC-5047,0.844
9100,202404,LC-5047,0.8508
6100,202403,LC-5048,0.9104
6100,202404,LC-5048,0.933
7100,202403,LC-5049,0.8871
7100,202404,LC-5049,0.9078
9100,202403,LC-5050,1.0675
9100,202404,LC-5050,1.0523
6100,202403,LC-5051,1.3667
6100,202404,LC-5051,1.4268
7100,202403,LC-5052,0.7081
7100,202404,LC-5052,0.6961
9100,202403,LC-5053,1.2517
9100,202404,LC-5053,1.2607
6100,202403,LC-5054,0.9641
6100,202404,LC-5054,0.9588
7100,202403,LC-5055,1.2437
7100,202404,LC-5055,1.2466
9100,202403,LC-5056,1.176
9100,202404,LC-5056,1.1544
6100,202403,LC-5057,1.1898
6100,202404,LC-5057,1.2394
7100,202403,LC-5058,0.7889
7100,202404,LC-5058,0.8258
9100,202403,LC-5059,1.1273
9100,202404,LC-5059,1.1288
6100,202403,LC-5060,1.3593
6100,202404,LC-5060,1.3765
7100,202403,LC-5061,1.3906
7100,202404,LC-5061,1.3781
9100,202403,LC-5062,0.917
9100,202404,LC-5062,0.9002
6100,202403,LC-5063,1.5442
6100,202404,LC-5063,1.6195
7100,202403,LC-5064,1.4278
7100,202404,LC-5064,1.4588
9100,202403,LC-5065,1.0626
9100,202404,LC-5065,1.0738
6100,202403,LC-5066,1.2581
6100,202404,LC-5066,1.2393
7100,202403,LC-5067,1.4498
7100,202404,LC-5067,1.4676
9100,202403,LC-5068,1.167
9100,202404,LC-5068,1.1719
6100,202403,LC-5069,1.2761
6100,202404,LC-5069,1.2751
7100,202403,LC-5070,0.948
7100,202404,LC-5070,0.9352
9100,202403,LC-5071,1.1226
9100,202404,LC-5071,1.16
6100,202403,LC-5072,0.756
6100,202404,LC-5072,0.7636
7100,202403,LC-5073,0.8494
7100,202404,LC-5073,0.8372
9100,202403,LC-5074,0.8939
9100,202404,LC-5074,0.8978
6100,202403,LC-5075,0.8089
6100,202404,LC-5075,0.8191
7100,202403,LC-5076,1.2415
7100,202404,LC-5076,1.2234
9100,202403,LC-5077,1.5369
9100,202404,LC-5077,1.5892
6100,202403,LC-5078,1.1636
6100,202404,LC-5078,1.2217
7100,202403,LC-5079,1.5143
7100,202404,LC-5079,1.5673
9100,202403,LC-5080,1.4174
9100,202404,LC-5080,1.4295
6100,202403,LC-5081,1.4168
6100,202404,LC-5081,1.4186
7100,202403,LC-5082,1.4455
7100,202404,LC-5082,1.4732
9100,202403,LC-5083,1.0838
9100,202404,LC-5083,1.0723
6100,202403,LC-5084,0.952
6100,202404,LC-5084,0.9368
7100,202403,LC-5085,0.7385
7100,202404,LC-5085,0.769
9100,202403,LC-5086,0.8146
9100,202404,LC-5086,0.8401
6100,202403,LC-5087,0.8303
6100,202404,LC-5087,0.8352
7100,202403,LC-5088,1.2333
7100,202404,LC-5088,1.216
9100,202403,LC-5089,0.8763
9100,202404,LC-5089,0.8686
6100,202403,LC-5090,1.3503
6100,202404,LC-5090,1.3863
7100,202403,LC-5091,0.7923
7100,202404,LC-5091,0.7922
9100,202403,LC-5092,1.1082
9100,202404,LC-5092,1.1414
6100,202403,LC-5093,1.2172
6100,202404,LC-5093,1.2625
7100,202403,LC-5094,0.7638
7100,202404,LC-5094,0.7775
9100,202403,LC-5095,1.5862
9100,202404,LC-5095,1.6542
6100,202403,LC-5096,0.8033
6100,202404,LC-5096,0.8431
7100,202403,LC-5097,1.1723
7100,202404,LC-5097,1.1911
9100,202403,LC-5098,1.547
9100,202404,LC-5098,1.5267
6100,202403,LC-5099,0.7615
6100,202404,LC-5099,0.7945
7100,202403,LC-5100,0.9408
7100,202404,LC-5100,0.923
9100,202403,LC-5101,0.8064
9100,202404,LC-5101,0.8128
6100,202403,LC-5102,1.4163
6100,202404,LC-5102,1.4241
7100,202403,LC-5103,0.8083
7100,202404,LC-5103,0.8056
9100,202403,LC-5104,1.2717
9100,202404,LC-5104,1.2921
6100,202403,LC-5105,0.819
6100,202404,LC-5105,0.8418
7100,202403,LC-5106,0.8905
7100,202404,LC-5106,0.8988
9100,202403,LC-5107,0.8917
9100,202404,LC-5107,0.8798
6100,202403,LC-5108,1.2966
6100,202404,LC-5108,1.3295
7100,202403,LC-5109,1.5821
7100,202404,LC-5109,1.6134
9100,202403,LC-5110,0.8957
9100,202404,LC-5110,0.8848
6100,202403,LC-5111,1.2768
6100,202404,LC-5111,1.2597
7100,202403,LC-5112,1.5188
7100,202404,LC-5112,1.5751
9100,202403,LC-5113,1.5651
9100,202404,LC-5113,1.6074
6100,202403,LC-5114,1.2353
6100,202404,LC-5114,1.2601
7100,202403,LC-5115,0.7064
7100,202404,LC-5115,0.7086
9100,202403,LC-5116,1.1256
9100,202404,LC-5116,1.1742
6100,202403,LC-5117,1.5233
6100,202404,LC-5117,1.5945
7100,202403,LC-5118,1.1539
7100,202404,LC-5118,1.164
9100,202403,LC-5119,1.4593
9100,202404,LC-5119,1.492
6100,202403,LC-5120,1.1483
6100,202404,LC-5120,1.1567
7100,202403,LC-5121,1.1835
7100,202404,LC-5121,1.2233
9100,202403,LC-5122,0.7471
9100,202404,LC-5122,0.7419
6100,202403,LC-5123,0.7893
6100,202404,LC-5123,0.7786
7100,202403,LC-5124,1.3443
7100,202404,LC-5124,1.3379
9100,202403,LC-5125,1.2957
9100,202404,LC-5125,1.2809
6100,202403,LC-5126,1.0588
6100,202404,LC-5126,1.0536
7100,202403,LC-5127,0.7866
7100,202404,LC-5127,0.8038
9100,202403,LC-5128,0.8982
9100,202404,LC-5128,0.9101
6100,202403,LC-5129,1.0619
6100,202404,LC-5129,1.0775
7100,202403,LC-5130,1.2185
7100,202404,LC-5130,1.2191
9100,202403,LC-5131,1.2758
9100,202404,LC-5131,1.3022
6100,202403,LC-5132,1.536
6100,202404,LC-5132,1.5926
7100,202403,LC-5133,1.0345
7100,202404,LC-5133,1.0793
9100,202403,LC-5134,0.9774
9100,202404,LC-5134,0.9762
6100,202403,LC-5135,1.006
6100,202404,LC-5135,0.9944
7100,202403,LC-5136,0.8249
7100,202404,LC-5136,0.8525
9100,202403,LC-5137,1.1478
9100,202404,LC-5137,1.1836
6100,202403,LC-5138,1.258
6100,202404,LC-5138,1.3032
7100,202403,LC-5139,1.4199
7100,202404,LC-5139,1.4593
9100,202403,LC-5140,0.9628
9100,202404,LC-5140,0.9949
6100,202403,LC-5141,1.4027
6100,202404,LC-5141,1.4588
7100,202403,LC-5142,1.2763
7100,202404,LC-5142,1.3053
9100,202403,LC-5143,1.5311
9100,202404,LC-5143,1.5501
6100,202403,LC-5144,0.7216
6100,202404,LC-5144,0.729
7100,202403,LC-5145,1.3978
7100,202404,LC-5145,1.4412
9100,202403,LC-5146,1.5634
9100,202404,LC-5146,1.538
6100,202403,LC-5147,1.3915
6100,202404,LC-5147,1.3905
7100,202403,LC-5148,1.5698
7100,202404,LC-5148,1.547
9100,202403,LC-5149,0.9245
9100,202404,LC-5149,0.9093
6100,202403,LC-5150,1.2723
6100,202404,LC-5150,1.2883
7100,202403,LC-5151,1.5015
7100,202404,LC-5151,1.4889
9100,202403,LC-5152,1.0562
9100,202404,LC-5152,1.0432
6100,202403,LC-5153,1.0488
6100,202404,LC-5153,1.0452
7100,202403,LC-5154,1.0043
7100,202404,LC-5154,1.0167
9100,202403,LC-5155,1.079
9100,202404,LC-5155,1.084
6100,202403,LC-5156,0.9594
6100,202404,LC-5156,0.9984
7100,202403,LC-5157,0.9
7100,202404,LC-5157,0.9026
9100,202403,LC-5158,0.7972
9100,202404,LC-5158,0.7938
6100,202403,LC-5159,0.9318
6100,202404,LC-5159,0.9522
7100,202403,LC-5160,1.2647
7100,202404,LC-5160,1.3235
9100,202403,LC-5161,1.5719
9100,202404,LC-5161,1.5827
6100,202403,LC-5162,1.2595
6100,202404,LC-5162,1.2592
7100,202403,LC-5163,1.0345
7100,202404,LC-5163,1.024
9100,202403,LC-5164,1.3611
9100,202404,LC-5164,1.3937
6100,202403,LC-5165,1.0959
6100,202404,LC-5165,1.0865
7100,202403,LC-5166,1.2708
7100,202404,LC-5166,1.2712
9100,202403,LC-5167,1.1413
9100,202404,LC-5167,1.1877
6100,202403,LC-5168,0.7733
6100,202404,LC-5168,0.791
7100,202403,LC-5169,1.1049
7100,202404,LC-5169,1.0905
9100,202403,LC-5170,0.7453
9100,202404,LC-5170,0.7763
6100,202403,LC-5171,1.3686
6100,202404,LC-5171,1.4003
7100,202403,LC-5172,1.4835
7100,202404,LC-5172,1.5364
9100,202403,LC-5173,1.492
9100,202404,LC-5173,1.5508
6100,202403,LC-5174,1.1565
6100,202404,LC-5174,1.2007
7100,202403,LC-5175,1.0513
7100,202404,LC-5175,1.1037
9100,202403,LC-5176,0.7294
9100,202404,LC-5176,0.7358
6100,202403,LC-5177,1.449
6100,202404,LC-5177,1.464
7100,202403,LC-5178,0.8868
7100,202404,LC-5178,0.8851
9100,202403,LC-5179,1.3564
9100,202404,LC-5179,1.4185
6100,202403,LC-5180,1.3874
6100,202404,LC-5180,1.4187
7100,202403,LC-5181,1.5395
7100,202404,LC-5181,1.5759
9100,202403,LC-5182,1.5359
9100,202404,LC-5182,1.5543
6100,202403,LC-5183,1.4375
6100,202404,LC-5183,1.4182
7100,202403,LC-5184,1.4788
7100,202404,LC-5184,1.4949
9100,202403,LC-5185,0.7409
9100,202404,LC-5185,0.7514
6100,202403,LC-5186,1.2939
6100,202404,LC-5186,1.2696
7100,202403,LC-5187,1.364
7100,202404,LC-5187,1.3454
9100,202403,LC-5188,1.5703
9100,202404,LC-5188,1.5993
6100,202403,LC-5189,0.7196
6100,202404,LC-5189,0.7203
7100,202403,LC-5190,0.7622
7100,202404,LC-5190,0.7925
9100,202403,LC-5191,1.4338
9100,202404,LC-5191,1.4995
6100,202403,LC-5192,0.7137
6100,202404,LC-5192,0.7247
7100,202403,LC-5193,0.8449
7100,202404,LC-5193,0.866
9100,202403,LC-5194,1.3276
9100,202404,LC-5194,1.3925
6100,202403,LC-5195,0.8923
6100,202404,LC-5195,0.8882
7100,202403,LC-5196,1.005
7100,202404,LC-5196,1.0461
9100,202403,LC-5197,1.2514
9100,202404,LC-5197,1.2515
6100,202403,LC-5198,0.711
6100,202404,LC-5198,0.7248
7100,202403,LC-5199,1.2786
7100,202404,LC-5199,1.2695
9100,202403,LC-5200,0.9106
9100,202404,LC-5200,0.9135
6100,202403,LC-5201,1.2113
6100,202404,LC-5201,1.2154
7100,202403,LC-5202,1.1159
7100,202404,LC-5202,1.1424
9100,202403,LC-5203,1.4632
9100,202404,LC-5203,1.4404
6100,202403,LC-5204,1.338
6100,202404,LC-5204,1.3922
7100,202403,LC-5205,1.4044
7100,202404,LC-5205,1.4512
9100,202403,LC-5206,1.1614
9100,202404,LC-5206,1.2162
6100,202403,LC-5207,1.0343
6100,202404,LC-5207,1.033
7100,202403,LC-5208,1.2194
7100,202404,LC-5208,1.2207
9100,202403,LC-5209,0.8473
9100,202404,LC-5209,0.8626
6100,202403,LC-5210,1.3955
6100,202404,LC-5210,1.3831
7100,202403,LC-5211,1.3765
7100,202404,LC-5211,1.3535
9100,202403,LC-5212,1.1907
9100,202404,LC-5212,1.2417
6100,202403,LC-5213,0.8987
6100,202404,LC-5213,0.8935
7100,202403,LC-5214,1.558
7100,202404,LC-5214,1.6056
9100,202403,LC-5215,1.1188
9100,202404,LC-5215,1.0997
6100,202403,LC-5216,1.2105
6100,202404,LC-5216,1.1994
7100,202403,LC-5217,1.4718
7100,202404,LC-5217,1.533
9100,202403,LC-5218,1.0266
9100,202404,LC-5218,1.0448
6100,202403,LC-5219,1.2238
6100,202404,LC-5219,1.2376
7100,202403,LC-5220,1.5434
7100,202404,LC-5220,1.5682
9100,202403,LC-5221,1.2552
9100,202404,LC-5221,1.2691
6100,202403,LC-5222,1.0048
6100,202404,LC-5222,1.0257
7100,202403,LC-5223,1.5163
7100,202404,LC-5223,1.506
9100,202403,LC-5224,1.3025
9100,202404,LC-5224,1.3203
6100,202403,LC-5225,1.0723
6100,202404,LC-5225,1.1005
7100,202403,LC-5226,0.9208
7100,202404,LC-5226,0.9571
9100,202403,LC-5227,1.337
9100,202404,LC-5227,1.3362
6100,202403,LC-5228,0.7326
6100,202404,LC-5228,0.7341
7100,202403,LC-5229,1.1377
7100,202404,LC-5229,1.1551
9100,202403,LC-5230,1.1737
9100,202404,LC-5230,1.1969
6100,202403,LC-5231,1.3003
6100,202404,LC-5231,1.3574
7100,202403,LC-5232,0.9746
7100,202404,LC-5232,0.9552
9100,202403,LC-5233,1.3277
9100,202404,LC-5233,1.3876
6100,202403,LC-5234,0.7407
6100,202404,LC-5234,0.7604
7100,202403,LC-5235,1.2794
7100,202404,LC-5235,1.2951
9100,202403,LC-5236,1.0079
9100,202404,LC-5236,0.9911
6100,202403,LC-5237,0.7661
6100,202404,LC-5237,0.7856
7100,202403,LC-5238,0.745
7100,202404,LC-5238,0.7501
9100,202403,LC-5239,1.5919
9100,202404,LC-5239,1.6266
6100,202403,LC-5240,0.7459
6100,202404,LC-5240,0.7784
7100,202403,LC-5241,1.5563
7100,202404,LC-5241,1.5823
9100,202403,LC-5242,0.7009
9100,202404,LC-5242,0.6966
6100,202403,LC-5243,1.187
6100,202404,LC-5243,1.238
7100,202403,LC-5244,1.4822
7100,202404,LC-5244,1.458
9100,202403,LC-5245,0.7436
9100,202404,LC-5245,0.7544
6100,202403,LC-5246,0.9734
6100,202404,LC-5246,1.0205
7100,202403,LC-5247,1.5942
7100,202404,LC-5247,1.6686
9100,202403,LC-5248,0.8387
9100,202404,LC-5248,0.8459
6100,202403,LC-5249,0.8468
6100,202404,LC-5249,0.8669
7100,202403,LC-5250,1.385
7100,202404,LC-5250,1.3761
9100,202403,LC-5251,1.4673
9100,202404,LC-5251,1.5065
6100,202403,LC-5252,1.1432
6100,202404,LC-5252,1.1799
7100,202403,LC-5253,1.5197
7100,202404,LC-5253,1.5848
9100,202403,LC-5254,1.033
9100,202404,LC-5254,1.0513
6100,202403,LC-5255,1.017
6100,202404,LC-5255,1.0426
7100,202403,LC-5256,1.4956
7100,202404,LC-5256,1.4836
9100,202403,LC-5257,1.1461
9100,202404,LC-5257,1.1594
6100,202403,LC-5258,0.7276
6100,202404,LC-5258,0.7604
7100,202403,LC-5259,1.213
7100,202404,LC-5259,1.2125
9100,202403,LC-5260,0.9968
9100,202404,LC-5260,0.978
6100,202403,LC-5261,1.2534
6100,202404,LC-5261,1.2608
7100,202403,LC-5262,1.2202
7100,202404,LC-5262,1.2292
9100,202403,LC-5263,1.1835
9100,202404,LC-5263,1.2032
6100,202403,LC-5264,1.1167
6100,202404,LC-5264,1.1032
7100,202403,LC-5265,0.9166
7100,202404,LC-5265,0.9207
9100,202403,LC-5266,0.7257
9100,202404,LC-5266,0.7456
6100,202403,LC-5267,1.3102
6100,202404,LC-5267,1.3754
7100,202403,LC-5268,0.9411
7100,202404,LC-5268,0.9352
9100,202403,LC-5269,1.0539
9100,202404,LC-5269,1.1009
6100,202403,LC-5270,1.1652
6100,202404,LC-5270,1.194
7100,202403,LC-5271,0.7648
7100,202404,LC-5271,0.7877
9100,202403,LC-5272,0.8541
9100,202404,LC-5272,0.892
6100,202403,LC-5273,1.244
6100,202404,LC-5273,1.2568
7100,202403,LC-5274,1.5006
7100,202404,LC-5274,1.4895
9100,202403,LC-5275,0.7893
9100,202404,LC-5275,0.7829
6100,202403,LC-5276,1.3113
6100,202404,LC-5276,1.3725
7100,202403,LC-5277,1.5411
7100,202404,LC-5277,1.5585
9100,202403,LC-5278,1.1816
9100,202404,LC-5278,1.1754
6100,202403,LC-5279,1.1118
6100,202404,LC-5279,1.1331
7100,202403,LC-5280,0.7066
7100,202404,LC-5280,0.7372
9100,202403,LC-5281,1.1579
9100,202404,LC-5281,1.1695
6100,202403,LC-5282,0.7348
6100,202404,LC-5282,0.7547
7100,202403,LC-5283,0.8363
7100,202404,LC-5283,0.8579
9100,202403,LC-5284,0.994
9100,202404,LC-5284,1.0365
